obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""1298.844""","=""""","=""1298.8498708""","=""0.0000005""","=""2*""","=""6.8235e+04""","=""1.7258e-03""","=""2.2138e-01""","=""-2.28590""",AAA,"=""[23.07365649967]""","=""[24.0282256244]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""L885""",
"=""1298.844""","=""""","=""1298.8506334""","=""0.0000005""","=""2*""","=""2.7294e+03""","=""1.1505e-04""","=""1.4759e-02""","=""-3.46199""",AAA,"=""[23.07365649967]""","=""[24.0282250640]""","=""1s.3d""","=""3D""","=""1""","=""1s.5p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""L885""",
"=""""","=""""","=""1323.0058800""","=""0.0000018""","=""""","=""7.4166e-01""","=""3.8924e-09""","=""2.6842e+02""","=""-7.7108""",AAA,"=""[23.07407479777]""","=""[24.0112149898]""","=""1s.3d""","=""1D""","=""2""","=""1s.5s""","=""1S""","=""0""",5,1,E2,"=""T7378""","=""""",
"=""""","=""""","=""1341.5350932""","=""0.0000022""","=""""","=""2.0572e+06""","=""1.8502e-02""","=""2.4514e+00""","=""-1.25566""",AAA,"=""[23.08701852960]""","=""[24.0112149898]""","=""1s.3p""","=""1P*""","=""1""","=""1s.5s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""1449.227743""","=""0.000005""","=""""","=""3.4680e+04""","=""3.6399e-04""","=""5.2098e-02""","=""-2.96179""",AAA,"=""[23.593958713]""","=""[24.44947779185]""","=""1s.4s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""1449.229153""","=""0.000005""","=""""","=""3.4680e+04""","=""1.0920e-03""","=""1.5629e-01""","=""-2.48467""",AAA,"=""[23.593958713]""","=""[24.44947695951]""","=""1s.4s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1449.229268""","=""0.000005""","=""""","=""3.4680e+04""","=""1.8199e-03""","=""2.6049e-01""","=""-2.26282""",AAA,"=""[23.593958713]""","=""[24.44947689179]""","=""1s.4s""","=""3S""","=""1""","=""1s.10p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1506.653045""","=""0.000005""","=""""","=""4.6126e+04""","=""5.2325e-04""","=""7.7861e-02""","=""-2.80417""",AAA,"=""[23.593958713]""","=""[24.41687012452]""","=""1s.4s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""1506.655142""","=""0.000005""","=""""","=""4.6126e+04""","=""1.5697e-03""","=""2.3358e-01""","=""-2.32705""",AAA,"=""[23.593958713]""","=""[24.41686897915]""","=""1s.4s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1506.655313""","=""0.000005""","=""""","=""4.6126e+04""","=""2.6162e-03""","=""3.8931e-01""","=""-2.10520""",AAA,"=""[23.593958713]""","=""[24.41686888593]""","=""1s.4s""","=""3S""","=""1""","=""1s.9p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""1508.776""","=""""","=""1508.777482""","=""0.000007""","=""12""","=""1.4057e+06""","=""1.4392e-01""","=""7.1486e+00""","=""-0.84188""",AAA,"=""[22.920317359]""","=""[23.74207006880]""","=""1s.3s""","=""1S""","=""0""","=""1s.4p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""L885""",
"=""""","=""""","=""1519.381283""","=""0.000007""","=""""","=""5.6132e+00""","=""9.7134e-07""","=""2.0292e+04""","=""-6.0126""",AAA,"=""[22.920317359]""","=""[23.73633503536]""","=""1s.3s""","=""1S""","=""0""","=""1s.4d""","=""1D""","=""2""",1,5,E2,"=""T7378""","=""""",
"=""""","=""""","=""1593.406304""","=""0.000005""","=""""","=""5.7048e+04""","=""6.5144e-03""","=""3.4172e-01""","=""-2.18613""",AAA,"=""[23.673570590]""","=""[24.451678459372]""","=""1s.4s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1595.249260""","=""0.000006""","=""""","=""6.2580e+04""","=""7.9584e-04""","=""1.2539e-01""","=""-2.62205""",AAA,"=""[23.593958713]""","=""[24.37116765163]""","=""1s.4s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""1595.252621""","=""0.000006""","=""""","=""6.2580e+04""","=""2.3875e-03""","=""3.7616e-01""","=""-2.14493""",AAA,"=""[23.593958713]""","=""[24.37116601407]""","=""1s.4s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1595.252894""","=""0.000006""","=""""","=""6.2580e+04""","=""3.9792e-03""","=""6.2694e-01""","=""-1.92308""",AAA,"=""[23.593958713]""","=""[24.37116588077]""","=""1s.4s""","=""3S""","=""1""","=""1s.8p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1661.276803""","=""0.000006""","=""""","=""7.6907e+04""","=""9.5461e-03""","=""5.2209e-01""","=""-2.02017""",AAA,"=""[23.673570590]""","=""[24.419889314325]""","=""1s.4s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1667.8380014""","=""0.0000019""","=""""","=""4.9936e+03""","=""1.2495e-04""","=""3.4303e-02""","=""-3.20430""",AAA,"=""[23.7078912279]""","=""[24.451273968544]""","=""1s.4p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1667.8383292""","=""0.0000019""","=""""","=""4.4939e+04""","=""1.8741e-03""","=""5.1450e-01""","=""-2.02824""",AAA,"=""[23.7078912279]""","=""[24.451273822448]""","=""1s.4p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1667.8383525""","=""0.0000019""","=""""","=""1.7977e+05""","=""1.0496e-02""","=""2.8814e+00""","=""-1.28002""",AAA,"=""[23.7078912279]""","=""[24.451273812052]""","=""1s.4p""","=""3P*""","=""2""","=""1s.10d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1667.8405038""","=""0.0000019""","=""""","=""7.4904e+04""","=""3.1237e-03""","=""5.1454e-01""","=""-2.02821""",AAA,"=""[23.7078923433]""","=""[24.451273968544]""","=""1s.4p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1667.8408316""","=""0.0000019""","=""""","=""1.3482e+05""","=""9.3706e-03""","=""1.5436e+00""","=""-1.55111""",AAA,"=""[23.7078923433]""","=""[24.451273822448]""","=""1s.4p""","=""3P*""","=""1""","=""1s.10d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1667.8711938""","=""0.0000019""","=""""","=""9.9872e+04""","=""1.2495e-02""","=""6.8610e-01""","=""-1.90325""",AAA,"=""[23.7079060221]""","=""[24.451273968544]""","=""1s.4p""","=""3P*""","=""0""","=""1s.10d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1686.8548639""","=""0.0000020""","=""""","=""9.3727e+04""","=""2.3990e-03""","=""6.6612e-01""","=""-1.92100""",AAA,"=""[23.7078912279]""","=""[24.44289339729]""","=""1s.4p""","=""3P*""","=""2""","=""1s.10s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1686.8574237""","=""0.0000020""","=""""","=""5.6236e+04""","=""2.3990e-03""","=""3.9967e-01""","=""-2.14285""",AAA,"=""[23.7078923433]""","=""[24.44289339729]""","=""1s.4p""","=""3P*""","=""1""","=""1s.10s""","=""3S""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1686.8888175""","=""0.0000020""","=""""","=""1.8745e+04""","=""2.3990e-03""","=""1.3323e-01""","=""-2.61996""",AAA,"=""[23.7079060221]""","=""[24.44289339729]""","=""1s.4p""","=""3P*""","=""0""","=""1s.10s""","=""3S""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1700.1326984""","=""0.0000020""","=""""","=""2.148e+02""","=""9.308e-06""","=""2.605e-03""","=""-4.3322""",AA,"=""[23.00707314571]""","=""[23.73633503536]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""1D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1700.1390540""","=""0.0000020""","=""""","=""6.038e+02""","=""4.361e-05""","=""7.323e-03""","=""-3.8833""",AA,"=""[23.0070758719]""","=""[23.73633503536]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""1700.711""","=""""","=""1700.6979956""","=""0.0000020""","=""200*""","=""1.8358e+05""","=""4.7763e-03""","=""1.3371e+00""","=""-1.62194""",AAA,"=""[23.00707314571]""","=""[23.73609263507]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""L885""",
"=""1700.711""","=""""","=""1700.7033521""","=""0.0000020""","=""200*""","=""1.6520e+06""","=""7.1635e-02""","=""2.0054e+01""","=""-0.44591""",AAA,"=""[23.00707314571]""","=""[23.73609033897]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""L885""",
"=""1700.711""","=""""","=""1700.7036994""","=""0.0000020""","=""200*""","=""6.6090e+06""","=""4.0122e-01""","=""1.1232e+02""","=""0.30235""",AAA,"=""[23.00707314571]""","=""[23.73609019010]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""L885""",
"=""1700.711""","=""""","=""1700.7043555""","=""0.0000020""","=""200*""","=""2.7538e+06""","=""1.1941e-01""","=""2.0057e+01""","=""-0.44583""",AAA,"=""[23.0070758719]""","=""[23.73609263507]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""L885""",
"=""1700.711""","=""""","=""1700.7097120""","=""0.0000020""","=""200*""","=""4.9562e+06""","=""3.5819e-01""","=""6.0165e+01""","=""0.03124""",AAA,"=""[23.0070758719]""","=""[23.73609033897]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""L885""",
"=""""","=""""","=""1700.7826541""","=""0.0000020""","=""""","=""3.6717e+06""","=""4.7769e-01""","=""2.6747e+01""","=""-0.32086""",AAA,"=""[23.0071094335]""","=""[23.73609263507]""","=""1s.3p""","=""3P*""","=""0""","=""1s.4d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.21224844""","=""0.00000021""","=""""","=""1.4055e+04""","=""3.7979e-04""","=""1.0835e-01""","=""-2.72149""",AAA,"=""[23.73633503536]""","=""[24.451678459372]""","=""1s.4d""","=""1D""","=""2""","=""1s.10p""","=""1P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.44088757""","=""0.00000009""","=""""","=""5.427e+03""","=""2.445e-04""","=""9.767e-02""","=""-2.7666""",AA,"=""[23.73609019010]""","=""[24.4513392610240]""","=""1s.4d""","=""3D""","=""3""","=""1s.10f""","=""1F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.44115789""","=""0.00000009""","=""""","=""9.8084e+02""","=""3.1561e-05""","=""1.2607e-02""","=""-3.65576""",AAA,"=""[23.73609019010]""","=""[24.4513391494830]""","=""1s.4d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.44124835""","=""0.00000009""","=""""","=""4.147e+04""","=""2.615e-03""","=""7.462e-01""","=""-1.8835""",AA,"=""[23.73609033897]""","=""[24.4513392610240]""","=""1s.4d""","=""3D""","=""2""","=""1s.10f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.44132342""","=""0.00000009""","=""""","=""2.2069e+05""","=""1.2782e-02""","=""5.1061e+00""","=""-1.04830""",AAA,"=""[23.73609019010]""","=""[24.4513390811842]""","=""1s.4d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.44141177""","=""0.00000009""","=""""","=""1.9094e+04""","=""8.6015e-04""","=""3.4360e-01""","=""-2.22033""",AAA,"=""[23.73609019010]""","=""[24.4513390447263]""","=""1s.4d""","=""3D""","=""3""","=""1s.10f""","=""3F*""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.44151868""","=""0.00000009""","=""""","=""3.4325e+04""","=""1.5463e-03""","=""4.4121e-01""","=""-2.11174""",AAA,"=""[23.73609033897]""","=""[24.4513391494830]""","=""1s.4d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.44177256""","=""0.00000009""","=""""","=""1.5470e+05""","=""9.7565e-03""","=""2.7839e+00""","=""-1.31174""",AAA,"=""[23.73609033897]""","=""[24.4513390447263]""","=""1s.4d""","=""3D""","=""2""","=""1s.10f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1733.44708342""","=""0.00000009""","=""""","=""1.8538e+05""","=""1.3918e-02""","=""2.3829e+00""","=""-1.37929""",AAA,"=""[23.73609263507]""","=""[24.4513391494830]""","=""1s.4d""","=""3D""","=""1""","=""1s.10f""","=""3F*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1734.03448516""","=""0.00000009""","=""""","=""1.7347e+05""","=""1.0948e-02""","=""3.1248e+00""","=""-1.26171""",AAA,"=""[23.73633503536]""","=""[24.4513392610240]""","=""1s.4d""","=""1D""","=""2""","=""1s.10f""","=""1F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1734.03500973""","=""0.00000009""","=""""","=""4.680e+04""","=""2.954e-03""","=""8.430e-01""","=""-1.8307""",AA,"=""[23.73633503536]""","=""[24.4513390447263]""","=""1s.4d""","=""1D""","=""2""","=""1s.10f""","=""3F*""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.644932308""","=""0.000000021""","=""""","=""1.508e+03""","=""8.759e-05""","=""3.503e-02""","=""-3.2125""",AA,"=""[23.737006806968]""","=""[24.45134760401285]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.644996465""","=""0.000000021""","=""""","=""7.9008e+03""","=""3.5682e-04""","=""1.4272e-01""","=""-2.60245""",AAA,"=""[23.737006806968]""","=""[24.45134757760769]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10g""","=""3G""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.645195325""","=""0.000000021""","=""""","=""1.4717e+05""","=""8.5456e-03""","=""3.4180e+00""","=""-1.22316""",AAA,"=""[23.737006806968]""","=""[24.45134749576287]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10g""","=""3G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.647083133""","=""0.000000021""","=""""","=""4.642e+03""","=""2.096e-04""","=""1.078e-01""","=""-2.7243""",AA,"=""[23.737007692183]""","=""[24.45134760401285]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10g""","=""1G""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.647147290""","=""0.000000021""","=""""","=""1.9748e+02""","=""6.9368e-06""","=""3.5673e-03""","=""-4.20460""",AAA,"=""[23.737007692183]""","=""[24.45134757760769]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.647242115""","=""0.000000021""","=""""","=""1.5482e+05""","=""8.5459e-03""","=""4.3948e+00""","=""-1.11400""",AAA,"=""[23.737007692183]""","=""[24.45134753858031]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""5""",9,11,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.647346150""","=""0.000000021""","=""""","=""5.0342e+03""","=""2.2736e-04""","=""1.1692e-01""","=""-2.68905""",AAA,"=""[23.737007692183]""","=""[24.45134749576287]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10g""","=""3G""","=""4""",9,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.649743553""","=""0.000000021""","=""""","=""1.4218e+05""","=""8.9897e-03""","=""2.5684e+00""","=""-1.34728""",AAA,"=""[23.737008760725]""","=""[24.45134757760769]""","=""1s.4f""","=""3F*""","=""2""","=""1s.10g""","=""3G""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.652015257""","=""0.000000021""","=""""","=""1.4867e+05""","=""8.6328e-03""","=""3.4529e+00""","=""-1.21875""",AAA,"=""[23.737009722091]""","=""[24.45134760401285]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10g""","=""1G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.652079415""","=""0.000000021""","=""""","=""4.540e+03""","=""2.050e-04""","=""8.202e-02""","=""-2.8430""",AA,"=""[23.737009722091]""","=""[24.45134757760769]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10g""","=""3G""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.652278276""","=""0.000000021""","=""""","=""2.619e+03""","=""1.521e-04""","=""6.083e-02""","=""-2.9728""",AA,"=""[23.737009722091]""","=""[24.45134749576287]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10g""","=""3G""","=""4""",7,9,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.774930746""","=""0.000000021""","=""""","=""1.098e+03""","=""3.544e-05""","=""1.417e-02""","=""-3.6055""",AA,"=""[23.737006806968]""","=""[24.4512941044573]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.782014755""","=""0.000000021""","=""""","=""1.9786e+03""","=""6.3838e-05""","=""2.5536e-02""","=""-3.34982""",AAA,"=""[23.737009722091]""","=""[24.4512941044573]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10d""","=""1D""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.824219041""","=""0.000000021""","=""""","=""1.7780e+03""","=""5.7368e-05""","=""2.2948e-02""","=""-3.39623""",AAA,"=""[23.737006806968]""","=""[24.451273822448]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.824244306""","=""0.000000021""","=""""","=""1.5656e+02""","=""7.0721e-06""","=""2.8290e-03""","=""-4.30535""",AAA,"=""[23.737006806968]""","=""[24.451273812052]""","=""1s.4f""","=""3F*""","=""3""","=""1s.10d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.826395575""","=""0.000000021""","=""""","=""2.8526e+03""","=""1.0022e-04""","=""5.1545e-02""","=""-3.04479""",AAA,"=""[23.737007692183]""","=""[24.451273812052]""","=""1s.4f""","=""3F*""","=""4""","=""1s.10d""","=""3D""","=""3""",9,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.828612063""","=""0.000000021""","=""""","=""3.1062e+03""","=""8.4188e-05""","=""2.4055e-02""","=""-3.37578""",AAA,"=""[23.737008760725]""","=""[24.451273968544]""","=""1s.4f""","=""3F*""","=""2""","=""1s.10d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.828967109""","=""0.000000021""","=""""","=""3.4510e+02""","=""1.5589e-05""","=""4.4542e-03""","=""-4.10821""",AAA,"=""[23.737008760725]""","=""[24.451273822448]""","=""1s.4f""","=""3F*""","=""2""","=""1s.10d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.831303453""","=""0.000000021""","=""""","=""9.830e+02""","=""3.172e-05""","=""1.269e-02""","=""-3.6536""",AA,"=""[23.737009722091]""","=""[24.451273822448]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10d""","=""3D""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1735.831328718""","=""0.000000021""","=""""","=""8.997e+01""","=""4.064e-06""","=""1.626e-03""","=""-4.5460""",AA,"=""[23.737009722091]""","=""[24.451273812052]""","=""1s.4f""","=""1F*""","=""3""","=""1s.10d""","=""3D""","=""3""",7,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1737.96621298""","=""0.00000021""","=""""","=""2.2968e+04""","=""7.4291e-04""","=""2.9754e-01""","=""-2.28397""",AAA,"=""[23.73609019010]""","=""[24.44947689179]""","=""1s.4d""","=""3D""","=""3""","=""1s.10p""","=""3P*""","=""2""",7,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1737.96641068""","=""0.00000021""","=""""","=""2.0504e+04""","=""5.5710e-04""","=""1.5937e-01""","=""-2.55510""",AAA,"=""[23.73609033897]""","=""[24.44947695951]""","=""1s.4d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1737.96657566""","=""0.00000021""","=""""","=""4.1008e+03""","=""1.8570e-04""","=""5.3125e-02""","=""-3.03222""",AAA,"=""[23.73609033897]""","=""[24.44947689179]""","=""1s.4d""","=""3D""","=""2""","=""1s.10p""","=""3P*""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1737.96997673""","=""0.00000021""","=""""","=""2.7342e+04""","=""4.1271e-04""","=""7.0842e-02""","=""-2.90723""",AAA,"=""[23.73609263507]""","=""[24.44947779185]""","=""1s.4d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""1737.97200451""","=""0.00000021""","=""""","=""6.8356e+03""","=""3.0954e-04""","=""5.3132e-02""","=""-3.03216""",AAA,"=""[23.73609263507]""","=""[24.44947695951]""","=""1s.4d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1737.97216948""","=""0.00000021""","=""""","=""2.7342e+02""","=""2.0636e-05""","=""3.5421e-03""","=""-4.20826""",AAA,"=""[23.73609263507]""","=""[24.44947689179]""","=""1s.4d""","=""3D""","=""1""","=""1s.10p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1742.7106318""","=""0.0000021""","=""""","=""6.8497e+03""","=""1.8712e-04""","=""5.3679e-02""","=""-3.02890""",AAA,"=""[23.7078912279]""","=""[24.419335779720]""","=""1s.4p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""1""",5,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1742.7111229""","=""0.0000021""","=""""","=""6.1643e+04""","=""2.8067e-03""","=""8.0512e-01""","=""-1.85284""",AAA,"=""[23.7078912279]""","=""[24.419335579246]""","=""1s.4p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""2""",5,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1742.7111577""","=""0.0000021""","=""""","=""2.4659e+05""","=""1.5718e-02""","=""4.5090e+00""","=""-1.10462""",AAA,"=""[23.7078912279]""","=""[24.419335565023]""","=""1s.4p""","=""3P*""","=""2""","=""1s.9d""","=""3D""","=""3""",5,7,,"=""T8636c73""","=""""",
"=""""","=""""","=""1742.7133640""","=""0.0000021""","=""""","=""1.0275e+05""","=""4.6783e-03""","=""8.0522e-01""","=""-1.85279""",AAA,"=""[23.7078923433]""","=""[24.419335779720]""","=""1s.4p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1742.7138551""","=""0.0000021""","=""""","=""1.8493e+05""","=""1.4033e-02""","=""2.4154e+00""","=""-1.37571""",AAA,"=""[23.7078923433]""","=""[24.419335579246]""","=""1s.4p""","=""3P*""","=""1""","=""1s.9d""","=""3D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1742.7468713""","=""0.0000021""","=""""","=""1.3699e+05""","=""1.8713e-02""","=""1.0736e+00""","=""-1.72786""",AAA,"=""[23.7079060221]""","=""[24.419335779720]""","=""1s.4p""","=""3P*""","=""0""","=""1s.9d""","=""3D""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1745.437321""","=""0.000007""","=""""","=""8.5957e+04""","=""1.3087e-03""","=""2.2559e-01""","=""-2.40605""",AAA,"=""[23.593958713]""","=""[24.30429185947]""","=""1s.4s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""1745.443360""","=""0.000007""","=""""","=""8.5957e+04""","=""3.9260e-03""","=""6.7679e-01""","=""-1.92893""",AAA,"=""[23.593958713]""","=""[24.30428940164]""","=""1s.4s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""1""",3,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1745.443852""","=""0.000007""","=""""","=""8.5957e+04""","=""6.5433e-03""","=""1.1280e+00""","=""-1.70708""",AAA,"=""[23.593958713]""","=""[24.30428920147]""","=""1s.4s""","=""3S""","=""1""","=""1s.7p""","=""3P*""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1748.1669007""","=""0.0000021""","=""""","=""1.7528e+04""","=""1.3385e-03""","=""2.3109e-01""","=""-2.39628""",AAA,"=""[23.74207006880]""","=""[24.4512941044573]""","=""1s.4p""","=""1P*""","=""1""","=""1s.10d""","=""1D""","=""2""",3,5,,"=""T8636c73""","=""""",
"=""""","=""""","=""1757.6689090""","=""0.0000022""","=""""","=""1.3922e+05""","=""2.1494e-03""","=""3.7312e-01""","=""-2.19057""",AAA,"=""[23.74207006880]""","=""[24.44746001910]""","=""1s.4p""","=""1P*""","=""1""","=""1s.10s""","=""1S""","=""0""",3,1,,"=""T8636c73""","=""""",
"=""""","=""""","=""1766.418095""","=""0.000006""","=""""","=""1.0661e+05""","=""1.4961e-02""","=""8.7003e-01""","=""-1.82504""",AAA,"=""[23.673570590]""","=""[24.375466697350]""","=""1s.4s""","=""1S""","=""0""","=""1s.8p""","=""1P*""","=""1""",1,3,,"=""T8636c73""","=""""",
"=""""","=""""","=""1771.4960143""","=""0.0000022""","=""""","=""1.3193e+05""","=""3.7242e-03""","=""1.0860e+00""","=""-1.73000""",AAA,"=""[23.7078912279]""","=""[24.40777537914]""","=""1s.4p""","=""3P*""","=""2""","=""1s.9s""","=""3S""","=""1""",5,3,,"=""T8636c73""","=""""",
