Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
"=""3s.3p5""","=""3P*""","=""1""",2,"=""""","=""72382.305""","=""""","=""0.006""","=""""","=""  64                             :    17  3s2.3p3.(2D*).3d  3P*  ""","=""L23116,L5666"""
"=""3s.3p5""","=""3P*""","=""0""",1,"=""""","=""72571.602""","=""""","=""0.014""","=""""","=""  64                             :    18  3s2.3p3.(2D*).3d  3P*  ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).5p""","=""5P""","=""1""",2,"=""""","=""73911.238""","=""""","=""0.004""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5p""","=""5P""","=""2""",4,"=""""","=""73914.910""","=""""","=""0.004""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5p""","=""5P""","=""3""",6,"=""""","=""73920.945""","=""""","=""0.004""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5p""","=""3P""","=""2""",4,"=""""","=""74268.528""","=""""","=""0.003""","=""""","=""  92                             :     6  3s2.3p3.(2D*).4p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5p""","=""3P""","=""1""",2,"=""""","=""74269.575""","=""""","=""0.004""","=""""","=""  93                             :     6  3s2.3p3.(2D*).4p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5p""","=""3P""","=""0""",1,"=""""","=""74271.626""","=""""","=""0.005""","=""""","=""  93                             :     6  3s2.3p3.(2D*).4p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4d""","=""5D*""","=""4""",8,"=""""","=""74973.214""","=""""","=""0.006""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4d""","=""5D*""","=""3""",6,"=""""","=""74974.115""","=""""","=""0.007""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4d""","=""5D*""","=""2""",4,"=""""","=""74975.141""","=""""","=""0.008""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4d""","=""5D*""","=""1""",2,"=""""","=""74976.061""","=""""","=""0.008""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4d""","=""5D*""","=""0""",1,"=""""","=""74976.625""","=""""","=""0.013""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4d""","=""3D*""","=""1""",2,"=""""","=""75951.780""","=""""","=""0.017""","=""""","=""  93                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4d""","=""3D*""","=""2""",4,"=""""","=""75952.293""","=""""","=""0.013""","=""""","=""  93                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).4d""","=""3D*""","=""3""",6,"=""""","=""75956.411""","=""""","=""0.005""","=""""","=""  93                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).6s""","=""5S*""","=""2""",4,"=""""","=""76463.989""","=""""","=""0.005""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4f""","=""5F""","=""5""",10,"=""""","=""76654.762""","=""""","=""0.005""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4f""","=""5F""","=""4""",8,"=""""","=""76654.763""","=""""","=""0.005""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4f""","=""5F""","=""3""",6,"=""""","=""76654.775""","=""""","=""0.006""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4f""","=""5F""","=""2""",4,"=""""","=""76654.786""","=""""","=""0.006""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4f""","=""5F""","=""1""",2,"=""""","=""76654.808""","=""""","=""0.006""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4f""","=""3F""","=""3""",6,"=""""","=""76656.2917""","=""""","=""0.0032""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4f""","=""3F""","=""4""",8,"=""""","=""76656.2926""","=""""","=""0.0038""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).4f""","=""3F""","=""2""",4,"=""""","=""76656.308""","=""""","=""0.003""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6s""","=""3S*""","=""1""",2,"=""""","=""76720.685""","=""""","=""0.005""","=""""","=""  99                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(2P*).4s""","=""3P*""","=""0""",1,"=""""","=""77135.55""","=""""","=""0.05""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(2P*).4s""","=""3P*""","=""1""",2,"=""""","=""77150.15""","=""""","=""0.03""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(2P*).4s""","=""3P*""","=""2""",4,"=""""","=""77181.13""","=""""","=""0.03""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).6p""","=""5P""","=""1""",2,"=""""","=""77850.724""","=""""","=""0.006""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6p""","=""5P""","=""2""",4,"=""""","=""77853.220""","=""""","=""0.006""","=""""","=""  68                             :    24  3s2.3p3.(4S*).6p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6p""","=""5P""","=""3""",6,"=""""","=""77856.448""","=""""","=""0.005""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4p""","=""1P""","=""1""",2,"=""""","=""77854.873""","=""""","=""0.006""","=""""","=""  45                             :    31  3s2.3p3.(4S*).6p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6p""","=""3P""","=""2""",4,"=""""","=""77890.518""","=""""","=""0.005""","=""""","=""  53                             :    31  3s2.3p3.(4S*).6p  5P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6p""","=""3P""","=""0""",1,"=""""","=""77902.181""","=""""","=""0.010""","=""""","=""  80                             :    17  3s2.3p3.(2D*).4p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6p""","=""3P""","=""1""",2,"=""""","=""77913.528""","=""""","=""0.007""","=""""","=""  48                             :    32  3s2.3p3.(2D*).4p  1P   ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4p""","=""3D""","=""2""",4,"=""""","=""78152.048""","=""""","=""0.005""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4p""","=""3D""","=""1""",2,"=""""","=""78152.313""","=""""","=""0.005""","=""""","=""  82                             :    16  3s2.3p3.(2D*).4p  1P   ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4p""","=""3D""","=""3""",6,"=""""","=""78203.163""","=""""","=""0.005""","=""""","=""  97                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5d""","=""5D*""","=""4""",8,"=""""","=""78270.022""","=""""","=""0.010""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5d""","=""5D*""","=""3""",6,"=""""","=""78270.364""","=""""","=""0.008""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5d""","=""5D*""","=""2""",4,"=""""","=""78270.692""","=""""","=""0.009""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5d""","=""5D*""","=""1""",2,"=""""","=""78270.938""","=""""","=""0.015""","=""""","=""  94                                                             ""","=""L23116"""
"=""3s2.3p3.(4S*).5d""","=""5D*""","=""0""",1,"=""""","=""78271.10""","=""""","=""0.03""","=""""","=""  94                                                             ""","=""L23116"""
"=""3s2.3p3.(2P*).4s""","=""1P*""","=""1""",2,"=""""","=""78288.43""","=""""","=""0.03""","=""""","=""  85                             :    11  3s2.3p3.(2D*).3d  1P*  ""","=""L23116,L5666"""
"=""3s2.3p3.(2D*).4p""","=""3F""","=""2""",4,"=""""","=""78409.917""","=""""","=""0.012""","=""""","=""  98                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4p""","=""3F""","=""3""",6,"=""""","=""78435.857""","=""""","=""0.007""","=""""","=""  98                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4p""","=""3F""","=""4""",8,"=""""","=""78463.106""","=""""","=""0.005""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).4p""","=""1F""","=""3""",6,"=""""","=""78637.305""","=""""","=""0.006""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5d""","=""3D*""","=""2""",4,"=""""","=""78691.430""","=""""","=""0.010""","=""""","=""  91                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).5d""","=""3D*""","=""3""",6,"=""""","=""78691.843""","=""""","=""0.008""","=""""","=""  90                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).5d""","=""3D*""","=""1""",2,"=""""","=""78692.557""","=""""","=""0.020""","=""""","=""  91                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).7s""","=""5S*""","=""2""",4,"=""""","=""79057.965""","=""""","=""0.009""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5f""","=""5F""","=""1""",2,"=""""","=""79142.833""","=""u""","=""0.047""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5f""","=""5F""","=""5""",10,"=""""","=""79142.833""","=""u""","=""0.007""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5f""","=""5F""","=""2""",4,"=""""","=""79142.833""","=""u""","=""0.012""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5f""","=""5F""","=""4""",8,"=""""","=""79142.833""","=""u""","=""0.008""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5f""","=""5F""","=""3""",6,"=""""","=""79142.833""","=""u""","=""0.008""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5f""","=""3F""","=""4""",8,"=""""","=""79144.099""","=""u""","=""0.007""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5f""","=""3F""","=""2""",4,"=""""","=""79144.099""","=""u""","=""0.014""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5f""","=""3F""","=""3""",6,"=""""","=""79144.099""","=""u""","=""0.011""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).5g""","=""""","=""""",72,"=""""","=""79163.866""","=""""","=""0.005""","=""""","=""                                                                 ""","=""L23116"""
"=""3s2.3p3.(4S*).7s""","=""3S*""","=""1""",2,"=""""","=""79185.35""","=""""","=""0.03""","=""""","=""  99                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(2D*).4p""","=""3P""","=""2""",4,"=""""","=""79375.778""","=""""","=""0.010""","=""""","=""  59  3s2.3p3.(4S*).7p 3P        :    23  3s2.3p3.(2D*).4p  3P   ""","=""L23116,L5666"""
"=""3s2.3p3.(2D*).4p""","=""3P""","=""1""",2,"=""""","=""79405.255""","=""""","=""0.016""","=""""","=""  60  3s2.3p3.(4S*).7p 3P        :    23  3s2.3p3.(2D*).4p  3P   ""","=""L23116,L5666"""
"=""3s2.3p3.(2D*).4p""","=""3P""","=""0""",1,"=""""","=""79417.91""","=""""","=""0.07""","=""""","=""  60  3s2.3p3.(4S*).7p 3P        :    23  3s2.3p3.(2D*).4p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7p""","=""5P""","=""3""",6,"=""""","=""79810.66""","=""?""","=""0.08""","=""""","=""  99                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6d""","=""5D*""","=""4""",8,"=""""","=""79991.995""","=""""","=""0.013""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6d""","=""5D*""","=""3""",6,"=""""","=""79992.167""","=""""","=""0.017""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6d""","=""5D*""","=""0""",1,"=""""","=""79992.46""","=""u""","=""0.23""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6d""","=""5D*""","=""2""",4,"=""""","=""79992.46""","=""u""","=""0.11""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6d""","=""5D*""","=""1""",2,"=""""","=""79992.46""","=""u""","=""0.10""","=""""","=""  94                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7p""","=""3P""","=""2""",4,"=""""","=""80112.775""","=""""","=""0.023""","=""""","=""  33                             :    29  3s2.3p3.(4S*).8p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7p""","=""3P""","=""1""",2,"=""""","=""80119.96""","=""""","=""0.05""","=""""","=""  33                             :    29  3s2.3p3.(4S*).8p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7p""","=""3P""","=""0""",1,"=""""","=""80123.66""","=""""","=""0.08""","=""""","=""  33                             :    29  3s2.3p3.(4S*).8p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6d""","=""3D*""","=""3""",6,"=""""","=""80182.18""","=""""","=""0.06""","=""""","=""  91                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).6d""","=""3D*""","=""2""",4,"=""""","=""80183.71""","=""""","=""0.07""","=""""","=""  91                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).6d""","=""3D*""","=""1""",2,"=""""","=""80185.51""","=""""","=""0.07""","=""""","=""  91                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).8s""","=""5S*""","=""2""",4,"=""""","=""80449.10""","=""""","=""0.05""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6f""","=""5F""","=""4""",8,"=""""","=""80494.260""","=""u""","=""0.010""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6f""","=""5F""","=""3""",6,"=""""","=""80494.260""","=""u""","=""0.015""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6f""","=""5F""","=""1""",2,"=""""","=""80494.260""","=""u""","=""0.049""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6f""","=""5F""","=""2""",4,"=""""","=""80494.260""","=""u""","=""0.020""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6f""","=""5F""","=""5""",10,"=""""","=""80494.260""","=""u""","=""0.008""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6f""","=""3F""","=""3""",6,"=""""","=""80495.196""","=""""","=""0.019""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6f""","=""3F""","=""4""",8,"=""""","=""80495.196""","=""""","=""0.013""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6f""","=""3F""","=""2""",4,"=""""","=""80495.20""","=""""","=""0.03""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).6g""","=""""","=""""",72,"=""""","=""80507.180""","=""""","=""0.005""","=""""","=""                                                                 ""","=""L23116"""
"=""3s2.3p3.(4S*).6h""","=""""","=""""",72,"=""""","=""80509.758""","=""""","=""0.007""","=""""","=""                                                                 ""","=""L23116"""
"=""3s2.3p3.(4S*).8s""","=""3S*""","=""1""",2,"=""""","=""80521.46""","=""""","=""0.05""","=""""","=""  99                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).7d""","=""5D*""","=""4""",8,"=""""","=""80995.24""","=""""","=""0.09""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7d""","=""5D*""","=""3""",6,"=""""","=""80995.39""","=""""","=""0.08""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7d""","=""5D*""","=""1""",2,"=""""","=""80995.39""","=""u""","=""0.11""","=""""","=""  95                                                             ""","=""L23116"""
"=""3s2.3p3.(4S*).7d""","=""5D*""","=""2""",4,"=""""","=""80995.39""","=""u""","=""0.12""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7d""","=""5D*""","=""0""",1,"=""""","=""80995.39""","=""u""","=""0.22""","=""""","=""  95                                                             ""","=""L23116"""
"=""3s2.3p3.(4S*).8p""","=""3P""","=""1""",2,"=""""","=""80995.31""","=""""","=""0.12""","=""""","=""  59                             :    23  3s2.3p3.(4S*).9p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8p""","=""3P""","=""0""",1,"=""""","=""80995.39""","=""""","=""0.09""","=""""","=""  60                             :    22  3s2.3p3.(4S*).9p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8p""","=""3P""","=""2""",4,"=""""","=""80995.72""","=""""","=""0.10""","=""""","=""  58                             :    24  3s2.3p3.(4S*).9p  3P   ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7d""","=""3D*""","=""3""",6,"=""""","=""81080.25""","=""""","=""0.13""","=""""","=""  92                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7d""","=""3D*""","=""2""",4,"=""""","=""81082.45""","=""""","=""0.10""","=""""","=""  92                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7d""","=""3D*""","=""1""",2,"=""""","=""81084.65""","=""""","=""0.13""","=""""","=""  92                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).9s""","=""5S*""","=""2""",4,"=""""","=""81281.55""","=""""","=""0.06""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7f""","=""5F""","=""4""",8,"=""""","=""81308.75""","=""u""","=""0.06""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7f""","=""5F""","=""3""",6,"=""""","=""81308.75""","=""u""","=""0.06""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7f""","=""5F""","=""5""",10,"=""""","=""81308.75""","=""u""","=""0.06""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7f""","=""5F""","=""1""",2,"=""""","=""81308.75""","=""u""","=""0.07""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7f""","=""5F""","=""2""",4,"=""""","=""81308.75""","=""u""","=""0.06""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7f""","=""3F""","=""2""",4,"=""""","=""81309.366""","=""u""","=""0.022""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7f""","=""3F""","=""3""",6,"=""""","=""81309.366""","=""u""","=""0.042""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7f""","=""3F""","=""4""",8,"=""""","=""81309.366""","=""u""","=""0.014""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).7g""","=""""","=""""",72,"=""""","=""81317.143""","=""""","=""0.006""","=""""","=""                                                                 ""","=""L23116"""
"=""3s2.3p3.(4S*).7h""","=""""","=""""",72,"=""""","=""81318.833""","=""""","=""0.007""","=""""","=""                                                                 ""","=""L23116"""
"=""3s2.3p3.(4S*).7i""","=""""","=""""",72,"=""""","=""81319.351""","=""""","=""0.012""","=""""","=""                                                                 ""","=""L23116"""
"=""3s2.3p3.(4S*).9s""","=""3S*""","=""1""",2,"=""""","=""81326.81""","=""""","=""0.10""","=""""","=""  99                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(2D*).3d""","=""1P*""","=""1""",2,"=""""","=""81438.167""","=""""","=""0.007""","=""""","=""  69                             :    14  3s2.3p3.(2P*).4s  1P*  ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).8d""","=""5D*""","=""4""",8,"=""""","=""81628.66""","=""""","=""0.10""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8d""","=""5D*""","=""3""",6,"=""""","=""81628.80""","=""""","=""0.10""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8d""","=""5D*""","=""2""",4,"=""""","=""81628.82""","=""""","=""0.10""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8d""","=""3D*""","=""3""",6,"=""""","=""81663.07""","=""""","=""0.08""","=""""","=""  94                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).8d""","=""3D*""","=""2""",4,"=""""","=""81665.52""","=""""","=""0.14""","=""""","=""  94                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).8d""","=""3D*""","=""1""",2,"=""""","=""81667.88""","=""""","=""0.15""","=""""","=""  94                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).10s""","=""5S*""","=""2""",4,"=""""","=""81819.32""","=""""","=""0.07""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8f""","=""5F""","=""5""",10,"=""""","=""81837.48""","=""u""","=""0.09""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8f""","=""5F""","=""2""",4,"=""""","=""81837.48""","=""u""","=""0.11""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8f""","=""5F""","=""1""",2,"=""""","=""81837.48""","=""u""","=""0.16""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8f""","=""5F""","=""3""",6,"=""""","=""81837.48""","=""u""","=""0.11""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).8f""","=""5F""","=""4""",8,"=""""","=""81837.48""","=""u""","=""0.11""","=""""","="" 100                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).10s""","=""3S*""","=""1""",2,"=""""","=""81849.68""","=""""","=""0.10""","=""""","=""  99                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).9d""","=""5D*""","=""4""",8,"=""""","=""82053.70""","=""""","=""0.10""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).9d""","=""5D*""","=""3""",6,"=""""","=""82053.72""","=""""","=""0.10""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).9d""","=""5D*""","=""2""",4,"=""""","=""82053.90""","=""""","=""0.10""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).9d""","=""3D*""","=""3""",6,"=""""","=""82061.72""","=""""","=""0.20""","=""""","=""  96                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).9d""","=""3D*""","=""2""",4,"=""""","=""82063.40""","=""""","=""0.13""","=""""","=""  96                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).9d""","=""3D*""","=""1""",2,"=""""","=""82067.21""","=""""","=""0.13""","=""""","=""  95                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).11s""","=""3S*""","=""1""",2,"=""""","=""82208.16""","=""""","=""0.14""","=""""","=""  99                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).10d""","=""3D*""","=""3""",6,"=""""","=""82350.75""","=""""","=""0.20""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).10d""","=""3D*""","=""2""",4,"=""""","=""82352.35""","=""""","=""0.15""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).10d""","=""3D*""","=""1""",2,"=""""","=""82353.19""","=""""","=""0.20""","=""""","=""  96                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).10d""","=""5D*""","=""4""",8,"=""[""","=""82353.1""","=""]""","=""0.3""","=""""","=""  95                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).11d""","=""3D*""","=""3""",6,"=""""","=""82561.93""","=""""","=""0.20""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).11d""","=""3D*""","=""2""",4,"=""""","=""82563.64""","=""""","=""0.20""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).11d""","=""3D*""","=""1""",2,"=""""","=""82564.40""","=""""","=""0.20""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(2D*).3d""","=""3F*""","=""3""",6,"=""""","=""82604.40""","=""""","=""0.08""","=""""","=""  94                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).12d""","=""3D*""","=""3""",6,"=""""","=""82723.25""","=""""","=""0.21""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).12d""","=""3D*""","=""1""",2,"=""""","=""82724.6""","=""""","=""2.0""","=""""","=""  98                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(4S*).12d""","=""3D*""","=""2""",4,"=""""","=""82724.91""","=""""","=""0.20""","=""""","=""  97                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).13d""","=""3D*""","=""3""",6,"=""""","=""82849.01""","=""""","=""0.21""","=""""","=""  98                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).13d""","=""3D*""","=""2""",4,"=""""","=""82850.22""","=""""","=""0.20""","=""""","=""  98                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).14d""","=""3D*""","=""2""",4,"=""""","=""82946.5""","=""""","=""2.0""","=""""","=""  98                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).14d""","=""3D*""","=""1""",2,"=""""","=""82946.6""","=""""","=""2.0""","=""""","=""  98                                                             ""","=""L23116,L5666"""
"=""3s2.3p3.(4S*).14d""","=""3D*""","=""3""",6,"=""""","=""82948.66""","=""""","=""0.21""","=""""","=""  98                                                             ""","=""L23116,L5666"""
"=""S II (3p3 4S*<3/2>)""","=""Limit""","=""---""",,"=""""","=""83559.170""","=""""","=""0.011""","=""""","=""                                                                 ""","=""L23116"""
"=""3s2.3p3.(2D*).3d""","=""3D*""","=""3""",6,"=""""","=""83870""","=""au""","=""230""","=""""","=""  70                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).3d""","=""3D*""","=""2""",4,"=""""","=""83870""","=""au""","=""270""","=""""","=""  70                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).3d""","=""3D*""","=""1""",2,"=""""","=""83870""","=""au""","=""310""","=""""","=""  70                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).3d""","=""3S*""","=""1""",2,"=""""","=""85429""","=""a""","=""3""","=""""","=""  96                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).3d""","=""1D*""","=""2""",4,"=""""","=""85614""","=""o""","=""3""","=""""","=""  87                             :     5  3s2.3p3.(2D*).5s  1D*  ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5s""","=""3D*""","=""3""",6,"=""""","=""85668""","=""a""","=""3""","=""""","=""  98                                                             ""","=""L23116,L7237"""
"=""3s2.3p3.(2D*).5s""","=""3D*""","=""1""",2,"=""""","=""85674""","=""a""","=""9""","=""""","=""  98                                                             ""","=""L23116,L7237"""
