obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_22
"=""68.5544""","=""""","=""70""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L3760""",
"=""""","=""69.7528""","=""""","=""2.05e+07""","=""2.09e-03""","=""2.40e-02""","=""-1.980""",C,"=""0.0000000""","=""17.77480""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""3""",5,7,,"=""T5803""","=""""",
"=""""","=""69.7528""","=""""","=""5.30e+06""","=""3.87e-04""","=""4.44e-03""","=""-2.714""",D,"=""0.0000000""","=""17.77480""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""2""",5,5,,"=""T5803""","=""""",
"=""""","=""69.7528""","=""""","=""6.02e+05""","=""2.63e-05""","=""3.03e-04""","=""-3.880""",D,"=""0.0000000""","=""17.77480""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",5,3,,"=""T5803""","=""""",
"=""""","=""69.8299""","=""""","=""1.58e+07""","=""1.93e-03""","=""1.33e-02""","=""-2.238""",C,"=""0.0196224""","=""17.77480""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""2""",3,5,,"=""T5803""","=""""",
"=""""","=""69.8299""","=""""","=""8.97e+06""","=""6.56e-04""","=""4.52e-03""","=""-2.706""",C,"=""0.0196224""","=""17.77480""","=""2s2.2p4""","=""3P""","=""1""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",3,3,,"=""T5803""","=""""",
"=""""","=""69.8634""","=""""","=""1.19e+07""","=""2.61e-03""","=""6.01e-03""","=""-2.583""",C,"=""0.0281416""","=""17.77480""","=""2s2.2p4""","=""3P""","=""0""","=""2s2.2p3.(2P*).4d""","=""3D*""","=""1""",1,3,,"=""T5803""","=""""",
"=""""","=""72.4835""","=""""","=""4.60e+07""","=""5.07e-03""","=""6.05e-02""","=""-1.596""",C+,"=""0.0000000""","=""17.10517""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""3""",5,7,,"=""T5803""","=""""",
"=""""","=""72.4835""","=""""","=""1.19e+07""","=""9.37e-04""","=""1.12e-02""","=""-2.329""",C,"=""0.0000000""","=""17.10517""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""2""",5,5,,"=""T5803""","=""""",
"=""""","=""72.4835""","=""""","=""1.35e+06""","=""6.38e-05""","=""7.61e-04""","=""-3.496""",D,"=""0.0000000""","=""17.10517""","=""2s2.2p4""","=""3P""","=""2""","=""2s2.2p3.(2P*).3d""","=""3D*""","=""1""",5,3,,"=""T5803""","=""""",
