atomic_number,symbol,name_en,name_es,group,period,block,category,folder,pubchem_name,standard_state,group_block,source,source_url,retrieved_at
114,Fl,Flerovium,Flerovio,14,7,p,post-transition metal,114-Fl-flerovium,Flerovium,Expected to be a Solid,Post-transition metal,PubChem Periodic Table,https://pubchem.ncbi.nlm.nih.gov/rest/pug/periodictable/JSON,2026-07-10T13:14:56+00:00
