obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""199.82927""","=""0.00007""","=""199.82921""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.2045083""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""199.96184""","=""0.00007""","=""199.96183""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.2003934""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""200.01901""","=""0.00007""","=""200.01899""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.1986214""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""200.07983""","=""0.00007""","=""200.07984""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.1967361""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""200.20681""","=""0.00007""","=""200.20685""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.1928049""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""200.24708""","=""0.00007""","=""200.24711""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.1915600""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""200.39425""","=""0.00007""","=""200.39427""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.2078842""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""200.48212""","=""0.00007""","=""200.48218""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.1843002""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""200.50362""","=""0.00007""","=""200.50368""","=""0.00005""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.2045083""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""200.63718""","=""0.00007""","=""200.63719""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.2003934""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""200.66879""","=""0.00007""","=""200.66876""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.1785502""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""200.69472""","=""0.00007""","=""200.69474""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.1986214""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""200.75600""","=""0.00007""","=""200.75601""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.1967361""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""200.88393""","=""0.00007""","=""200.88388""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.1928049""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""200.92444""","=""0.00007""","=""200.92441""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.1915600""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""201.16114""","=""0.00007""","=""201.16107""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.1843002""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""201.34888""","=""0.00007""","=""201.34891""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.1785502""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""203.33365""","=""0.00007""","=""203.33365""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0975740""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""204.03203""","=""0.00007""","=""204.03202""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0975740""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""204.32420""","=""0.00007""","=""204.32417""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0680144""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""204.48510""","=""0.00007""","=""204.48508""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0632393""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""204.70800""","=""0.00007""","=""204.70795""","=""0.00005""","=""9g""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0566381""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110,L4189c12""",
"=""204.8280""","=""0.0002""","=""""","=""""","=""9""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""204.8916""","=""0.0002""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""205.02933""","=""0.00007""","=""205.02937""","=""0.00005""","=""4g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0680144""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""205.0311""","=""0.0002""","=""""","=""""","=""9""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""205.0682""","=""0.0002""","=""""","=""""","=""9""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""205.19139""","=""0.00007""","=""205.19140""","=""0.00005""","=""4g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0632393""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""205.1985""","=""0.0002""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""205.41583""","=""0.00007""","=""205.41581""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0566381""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""205.76956""","=""0.00006""","=""205.76952""","=""0.00004""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0253918""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""205.83700""","=""0.00007""","=""205.83696""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0234178""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""205.8806""","=""0.0002""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""205.91625""","=""0.00006""","=""205.91627""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0210978""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""205.92405""","=""0.00006""","=""205.92399""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0208719""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""205.96529""","=""0.00007""","=""205.96526""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0196656""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""206.2322""","=""0.0002""","=""206.23223""","=""0.00007""","=""9""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0118731""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110,L4189c12""",
"=""206.33403""","=""0.00007""","=""206.33410""","=""0.00004""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0089050""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2""",4,4,,"=""""","=""L2110""",
"=""206.36283""","=""0.00007""","=""206.36274""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0080709""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""206.47310""","=""0.00007""","=""206.47312""","=""0.00005""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0048590""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2""",4,4,,"=""""","=""L2110""",
"=""206.48473""","=""0.00007""","=""206.48476""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0253918""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""206.55265""","=""0.00006""","=""206.55266""","=""0.00004""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0234178""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""206.60725""","=""0.00006""","=""206.60724""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0009609""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""206.62515""","=""0.00006""","=""206.62517""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""6.0004403""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""206.63255""","=""0.00006""","=""206.63252""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0210978""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""206.64025""","=""0.00006""","=""206.64030""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0208719""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""206.68182""","=""0.00007""","=""206.68186""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0196656""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""206.69415""","=""0.00006""","=""206.69415""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.9984376""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""206.77224""","=""0.00007""","=""206.77227""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.9961715""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""206.84290""","=""0.00007""","=""206.84284""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.9941257""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""206.95069""","=""0.00007""","=""206.95069""","=""0.00007""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0118731""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""207.05323""","=""0.00007""","=""207.05327""","=""0.00004""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0089050""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2""",6,4,,"=""""","=""L2110""",
"=""207.08205""","=""0.00006""","=""207.08211""","=""0.00005""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0080709""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""207.19334""","=""0.00007""","=""207.19327""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0048590""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2""",6,4,,"=""""","=""L2110""",
"=""207.32831""","=""0.00007""","=""207.32832""","=""0.00005""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0009609""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""207.34640""","=""0.00007""","=""207.34637""","=""0.00005""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""6.0004403""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""207.41585""","=""0.00006""","=""207.41584""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.9984376""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""207.49453""","=""0.00007""","=""207.49450""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.9961715""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""207.56561""","=""0.00007""","=""207.56557""","=""0.00005""","=""3g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.9941257""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""211.35155""","=""0.00006""","=""211.35158""","=""0.00004""","=""7g""","=""3.2e+06""","=""3.2e-03""","=""8.9e-02""","=""-1.89""",C,"=""0.00000000""","=""5.8662536""","=""3d.4s2""","=""2D""","=""3/2""","=""3d2.(3F).5p""","=""2D*""","=""5/2""",4,6,,"=""T3038""","=""L2110,L4189c12""",
"=""211.73205""","=""0.00006""","=""211.73203""","=""0.00004""","=""9g""","=""2.0e+07""","=""1.3e-02""","=""3.7e-01""","=""-1.27""",C,"=""0.00000000""","=""5.8557128""","=""3d.4s2""","=""2D""","=""3/2""","=""3d2.(3F).5p""","=""2D*""","=""3/2""",4,4,,"=""T3038""","=""L2110,L4189c12""",
"=""212.10625""","=""0.00006""","=""212.10622""","=""0.00004""","=""9g""","=""2.0e+07""","=""1.3e-02""","=""5.7e-01""","=""-1.09""",C,"=""0.0208711""","=""5.8662536""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).5p""","=""2D*""","=""5/2""",6,6,,"=""T3038""","=""L2110,L4189c12""",
"=""212.48941""","=""0.00007""","=""212.48940""","=""0.00005""","=""5g""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.8557128""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).5p""","=""2D*""","=""3/2""",6,4,,"=""""","=""L2110,L4189c12""",
"=""212.58441""","=""0.00007""","=""212.58444""","=""0.00006""","=""4g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.8322329""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""212.5878""","=""0.0002""","=""""","=""""","=""9""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""212.9553""","=""0.0002""","=""""","=""""","=""9""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""213.3478""","=""0.0002""","=""213.34793""","=""0.00006""","=""5""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.8322329""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""5/2""",6,6,,"=""""","=""L2110,L4189c12""",
"=""213.91045""","=""0.00006""","=""213.91044""","=""0.00004""","=""2g""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.7960799""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110,L4189c12""",
"=""214.68346""","=""0.00006""","=""214.68349""","=""0.00004""","=""2g""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.7960799""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110,L4189c12""",
"=""216.19107""","=""0.00007""","=""216.19108""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.7349358""","=""3d.4s2""","=""2D""","=""3/2""","=""3d2.(3F).5p""","=""4F*""","=""5/2""",4,6,,"=""""","=""L2110""",
"=""216.98070""","=""0.00007""","=""216.98074""","=""0.00005""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.7349358""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3F).5p""","=""4F*""","=""5/2""",6,6,,"=""""","=""L2110""",
"=""217.29739""","=""0.00007""","=""217.29744""","=""0.00005""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.7057367""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""217.35241""","=""0.00007""","=""217.35237""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.7042946""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""217.52036""","=""0.00006""","=""217.52041""","=""0.00004""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.6998881""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""217.68888""","=""0.00007""","=""217.68883""","=""0.00005""","=""2g""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.6954782""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110,L4189c12""",
"=""217.84195""","=""0.00006""","=""217.84191""","=""0.00004""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.6914760""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""217.87161""","=""0.00007""","=""217.87155""","=""0.00005""","=""2g""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.6907016""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2""",4,4,,"=""""","=""L2110,L4189c12""",
"=""218.09526""","=""0.00006""","=""218.09522""","=""0.00005""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.7057367""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""218.13275""","=""0.00006""","=""218.13272""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.00000000""","=""5.6838881""","=""3d.4s2""","=""2D""","=""3/2""","=""""","=""*""","=""3/2 or 5/2""",4,6,,"=""""","=""L2110""",
"=""218.15052""","=""0.00007""","=""218.15055""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.7042946""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""218.31985""","=""0.00006""","=""218.31982""","=""0.00004""","=""1g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.6998881""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""218.48945""","=""0.00006""","=""218.48949""","=""0.00005""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.6954782""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""218.64365""","=""0.00006""","=""218.64369""","=""0.00004""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.6914760""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""218.67350""","=""0.00007""","=""218.67355""","=""0.00005""","=""2g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.6907016""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2""",6,4,,"=""""","=""L2110""",
"=""218.93665""","=""0.00006""","=""218.93665""","=""0.00004""","=""0g,a""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.6838881""","=""3d.4s2""","=""2D""","=""5/2""","=""""","=""*""","=""3/2 or 5/2""",6,6,,"=""""","=""L2110""",
"=""226.2992""","=""0.0002""","=""226.29921""","=""0.00009""","=""6g""","=""5.8e+06""","=""4.5e-03""","=""1.3e-01""","=""-1.75""",C,"=""0.00000000""","=""5.478773""","=""3d.4s2""","=""2D""","=""3/2""","=""3d2.(3P).4p""","=""2P*""","=""3/2""",4,4,,"=""T3038""","=""L4189c12""",
"=""226.7295""","=""0.0002""","=""226.72945""","=""0.00010""","=""9g""","=""4.8e+07""","=""1.8e-02""","=""5.5e-01""","=""-1.13""",C,"=""0.00000000""","=""5.468376""","=""3d.4s2""","=""2D""","=""3/2""","=""3d2.(3P).4p""","=""2P*""","=""1/2""",4,2,,"=""T3038""","=""L4189c12""",
"=""227.1646""","=""0.0002""","=""227.16458""","=""0.00009""","=""9g""","=""4.6e+07""","=""2.4e-02""","=""1.1e+00""","=""-0.85""",C,"=""0.0208711""","=""5.478773""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(3P).4p""","=""2P*""","=""3/2""",6,4,,"=""T3038""","=""L4189c12""",
"=""228.1537""","=""0.0002""","=""228.15362""","=""0.00009""","=""9g""","=""2.8e+07""","=""3.3e-02""","=""9.8e-01""","=""-0.88""",C,"=""0.00000000""","=""5.4342420""","=""3d.4s2""","=""2D""","=""3/2""","=""3d2.(1G).4p""","=""2F*""","=""5/2""",4,6,,"=""T3038""","=""L4189c12""",
"=""228.8765""","=""0.0003""","=""228.87604""","=""0.00008""","=""9g,bl""","=""""","=""""","=""""","=""""",,"=""0.0208711""","=""5.4379607""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(1G).4p""","=""2F*""","=""7/2""",6,8,,"=""""","=""L4189c12""",
"=""229.0334""","=""0.0003""","=""229.03326""","=""0.00009""","=""2g""","=""4.1e+06""","=""3.2e-03""","=""1.5e-01""","=""-1.71""",C,"=""0.0208711""","=""5.4342420""","=""3d.4s2""","=""2D""","=""5/2""","=""3d2.(1G).4p""","=""2F*""","=""5/2""",6,6,,"=""T3038""","=""L4189c12""",
"=""230.2656""","=""0.0003""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""230.6537""","=""0.0003""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""230.7596""","=""0.0003""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""231.2002""","=""0.0003""","=""231.20020""","=""0.00008""","=""4g""","=""4.1e+06""","=""4.9e-03""","=""1.5e-01""","=""-1.71""",C,"=""0.00000000""","=""5.3626336""","=""3d.4s2""","=""2D""","=""3/2""","=""3d.4s.(1D).5p""","=""2D*""","=""5/2""",4,6,,"=""T3038""","=""L4189c12""",
"=""231.4761""","=""0.0003""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""231.5293""","=""0.0003""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""231.6399""","=""0.0003""","=""231.63999""","=""0.00010""","=""5g""","=""2.5e+07""","=""2.0e-02""","=""6.1e-01""","=""-1.09""",C,"=""0.00000000""","=""5.352452""","=""3d.4s2""","=""2D""","=""3/2""","=""3d.4s.(1D).5p""","=""2D*""","=""3/2""",4,4,,"=""T3038""","=""L4189c12""",
"=""231.9194""","=""0.0003""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""232.0427""","=""0.0003""","=""""","=""""","=""4""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
"=""232.0613""","=""0.0003""","=""""","=""""","=""2""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L4189c12""",
