atomic_number,symbol,name_en,name_es,group,period,block,category,folder,pubchem_name,standard_state,group_block,source,source_url,retrieved_at
27,Co,Cobalt,Cobalto,9,4,d,transition metal,027-Co-cobalt,Cobalt,Solid,Transition metal,PubChem Periodic Table,https://pubchem.ncbi.nlm.nih.gov/rest/pug/periodictable/JSON,2026-07-10T13:14:56+00:00
