obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""424.905524""","=""0.000022""","=""424.905520""","=""0.000011""","=""270""","=""""","=""""","=""""","=""""",,"=""1.592945153""","=""4.51086908""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""424.93765""","=""0.00005""","=""424.937645""","=""0.000005""","=""24""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""3.82032358""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""424.94679""","=""0.00005""","=""424.946765""","=""0.000018""","=""23""","=""""","=""""","=""""","=""""",,"=""2.151700954""","=""5.06934167""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L5951""",
"=""424.958684""","=""0.000014""","=""424.9586820""","=""0.0000020""","=""870""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""3.88404986""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
"=""424.971466""","=""0.000023""","=""424.9714535""","=""0.0000023""","=""220""","=""""","=""""","=""""","=""""",,"=""1.022076397""","=""3.939547616""","=""5f.6d.7s2""","=""3F*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L5951""",
"=""425.067244""","=""0.000022""","=""425.067255""","=""0.000009""","=""250""","=""""","=""""","=""""","=""""",,"=""1.463377110""","=""4.38019079""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""425.1511036""","=""0.0000014""","=""425.1511045""","=""0.0000009""","=""13000""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""2.916238418""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L18702""",
"=""425.197158""","=""0.000016""","=""425.197144""","=""0.000003""","=""640""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""3.53108995""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
"=""425.20353""","=""0.00003""","=""425.203590""","=""0.000005""","=""85""","=""""","=""""","=""""","=""""",,"=""1.472664364""","=""4.38854282""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L5951""",
"=""425.22748""","=""0.00004""","=""425.227455""","=""0.000004""","=""65""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""3.84587992""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""425.248426""","=""0.000024""","=""425.2484209""","=""0.0000016""","=""210""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""3.271313846""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""425.26188""","=""0.00004""","=""425.261887""","=""0.000009""","=""52""","=""""","=""""","=""""","=""""",,"=""1.336940873""","=""4.25241960""","=""6d.7s2.7p""","=""3F*""","=""2""","=""""","=""""","=""1""",5,3,,"=""""","=""L5951""",
"=""425.27165""","=""0.00022""","=""425.272405""","=""0.000014""","=""12""","=""""","=""""","=""""","=""""",,"=""2.212755599""","=""5.12816222""","=""5f.6d.7s2""","=""3P*""","=""2""","=""5f.6d2.7p ""","=""5H""","=""3""",5,7,,"=""""","=""L12239""",
"=""425.45559""","=""0.00005""","=""425.455585""","=""0.000016""","=""30""","=""""","=""""","=""""","=""""",,"=""2.238363337""","=""5.15251472""","=""6d.7s2.7p""","=""3F*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
"=""425.45867""","=""0.00004""","=""425.458657""","=""0.000013""","=""50""","=""""","=""""","=""""","=""""",,"=""1.766030147""","=""4.68016049""","=""5f.6d.7s2""","=""3P*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L5951""",
"=""425.473581""","=""0.000011""","=""425.473586""","=""0.000007""","=""1900""","=""""","=""""","=""""","=""""",,"=""1.648671592""","=""4.56269969""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
"=""425.49446""","=""0.00007""","=""425.494436""","=""0.000018""","=""17""","=""""","=""""","=""""","=""""",,"=""2.428647391""","=""5.34253270""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
"=""425.55755""","=""0.00003""","=""425.557563""","=""0.000005""","=""110""","=""""","=""""","=""""","=""""",,"=""1.980039530""","=""4.89349259""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
"=""425.58375""","=""0.00020""","=""425.583722""","=""0.000013""","=""17""","=""""","=""""","=""""","=""""",,"=""2.080931827""","=""4.99420581""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L12239""",
"=""425.643508""","=""0.000014""","=""425.6434404""","=""0.0000011""","=""800""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""3.268608042""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""425.65791""","=""0.00005""","=""425.657883""","=""0.000014""","=""20*""","=""""","=""""","=""""","=""""",,"=""2.347057245""","=""5.25982366""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
"=""425.69498""","=""0.00003""","=""425.695009""","=""0.000013""","=""190""","=""""","=""""","=""""","=""""",,"=""2.026726250""","=""4.93923863""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
"=""425.69627""","=""0.00003""","=""425.696448""","=""0.000022""","=""130bl""","=""""","=""""","=""""","=""""",,"=""2.477968921""","=""5.39047146""","=""5f.6d2.7s""","=""5H*""","=""6""","=""""","=""""","=""5""",13,11,,"=""""","=""L5951""",
"=""425.699514""","=""0.000016""","=""425.699511""","=""0.000004""","=""660""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""3.70131815""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""425.72355""","=""0.00005""","=""425.723558""","=""0.000013""","=""29""","=""""","=""""","=""""","=""""",,"=""1.739756853""","=""4.65207392""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L5951""",
"=""425.745170""","=""0.000005""","=""425.745174""","=""0.000003""","=""2800""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""3.842334320""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L18702""",
"=""425.86574""","=""0.00018""","=""425.865453""","=""0.000005""","=""50""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""3.81396695""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""425.8694574""","=""0.0000016""","=""425.8694574""","=""0.0000009""","=""11000""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""2.911319332""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L18702""",
"=""425.94311""","=""0.00004""","=""425.943104""","=""0.000011""","=""56""","=""""","=""""","=""""","=""""",,"=""1.936507287""","=""4.84732324""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
"=""425.971911""","=""0.000009""","=""425.9719085""","=""0.0000022""","=""1800""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""3.877110085""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L18702""",
"=""426.01942""","=""0.00003""","=""426.019403""","=""0.000015""","=""110""","=""""","=""""","=""""","=""""",,"=""2.135541319""","=""5.04583596""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""2 or 3""",5,5,,"=""""","=""L5951""",
"=""426.069301""","=""0.000018""","=""426.0692925""","=""0.0000022""","=""460""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""3.87644482""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
"=""426.09196""","=""0.00005""","=""426.091979""","=""0.000022""","=""33""","=""""","=""""","=""""","=""""",,"=""2.549936368""","=""5.45973529""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
"=""426.13364""","=""0.00004""","=""426.133634""","=""0.000011""","=""72""","=""""","=""""","=""""","=""""",,"=""1.920524884""","=""4.83003938""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
"=""426.14857""","=""0.00003""","=""426.148603""","=""0.000005""","=""130""","=""""","=""""","=""""","=""""",,"=""1.393796936""","=""4.30320923""","=""5f.6d.7s2""","=""3F*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
"=""426.153201""","=""0.000009""","=""426.153213""","=""0.000005""","=""1500""","=""""","=""""","=""""","=""""",,"=""1.215641081""","=""4.12502190""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L18702""",
"=""426.16011""","=""0.00005""","=""426.159936""","=""0.000011""","=""29""","=""""","=""""","=""""","=""""",,"=""1.648671592""","=""4.55800651""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""426.20020""","=""0.00003""","=""426.200201""","=""0.000007""","=""110""","=""""","=""""","=""""","=""""",,"=""1.920524884""","=""4.82958495""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L5951""",
"=""426.218384""","=""0.000018""","=""426.218378""","=""0.000005""","=""430""","=""""","=""""","=""""","=""""",,"=""1.501989980""","=""4.41092598""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L5951""",
"=""426.26915""","=""0.00003""","=""426.269194""","=""0.000007""","=""190""","=""""","=""""","=""""","=""""",,"=""1.728997759""","=""4.63758699""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
"=""426.36543""","=""0.00005""","=""426.365450""","=""0.000020""","=""30""","=""""","=""""","=""""","=""""",,"=""2.299833145""","=""5.20776573""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""426.381210""","=""0.000016""","=""426.381215""","=""0.000011""","=""660""","=""""","=""""","=""""","=""""",,"=""2.080931827""","=""4.98875689""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L5951""",
"=""426.44213""","=""0.00004""","=""426.442142""","=""0.000015""","=""54""","=""""","=""""","=""""","=""""",,"=""2.158716703""","=""5.06612632""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
"=""426.49387""","=""0.00005""","=""426.493801""","=""0.000013""","=""21""","=""""","=""""","=""""","=""""",,"=""2.238363337""","=""5.14542080""","=""6d.7s2.7p""","=""3F*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
"=""426.554007""","=""0.000022""","=""426.554022""","=""0.000007""","=""290""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""3.80926728""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""426.60960""","=""0.00007""","=""426.609602""","=""0.000015""","=""16""","=""""","=""""","=""""","=""""",,"=""1.739756853""","=""4.64602520""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""1""",5,3,,"=""""","=""L5951""",
"=""426.65967""","=""0.00005""","=""426.659634""","=""0.000007""","=""18""","=""""","=""""","=""""","=""""",,"=""1.463377110""","=""4.36930466""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""426.76492""","=""0.00005""","=""426.764898""","=""0.000005""","=""41""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""3.38446845""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L5951""",
"=""427.02654""","=""0.00003""","=""427.026537""","=""0.000003""","=""200""","=""""","=""""","=""""","=""""",,"=""1.291188428""","=""4.194619190""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
"=""427.04735""","=""0.00018""","=""427.047898""","=""0.000013""","=""14""","=""""","=""""","=""""","=""""",,"=""2.080931827""","=""4.98421736""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L3552""",
"=""427.114428""","=""0.000013""","=""427.114429""","=""0.000005""","=""980""","=""""","=""""","=""""","=""""",,"=""1.005636397""","=""3.90846969""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""427.193674""","=""0.000024""","=""427.193641""","=""0.000007""","=""210""","=""""","=""""","=""""","=""""",,"=""1.795523000""","=""4.69781804""","=""5f.6d.7s2""","=""3H*""","=""6""","=""""","=""""","=""5""",13,11,,"=""""","=""L5951""",
"=""427.264170""","=""0.000020""","=""427.264175""","=""0.000013""","=""310""","=""""","=""""","=""""","=""""",,"=""2.428647391""","=""5.33046331""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""6""",11,13,,"=""""","=""L5951""",
"=""427.32359""","=""0.00005""","=""427.323575""","=""0.000011""","=""32""","=""""","=""""","=""""","=""""",,"=""1.761104381""","=""4.66251694""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""4""",11,9,,"=""""","=""L5951""",
"=""427.328340""","=""0.000022""","=""427.328348""","=""0.000011""","=""280""","=""""","=""""","=""""","=""""",,"=""2.226743183""","=""5.12812333""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
"=""427.333075""","=""0.000022""","=""427.333074""","=""0.000007""","=""300""","=""""","=""""","=""""","=""""",,"=""1.633505867""","=""4.53485393""","=""5f.6d.7s2""","=""3G*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
"=""427.33572""","=""0.00003""","=""427.335695""","=""0.000007""","=""90""","=""""","=""""","=""""","=""""",,"=""1.966871474""","=""4.86820174""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""427.34575""","=""0.00004""","=""427.345632""","=""0.000011""","=""55""","=""""","=""""","=""""","=""""",,"=""1.622774763""","=""4.52403756""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""427.350555""","=""0.000009""","=""427.350548""","=""0.000003""","=""1800""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""3.35848156""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L18702""",
"=""427.407690""","=""0.000011""","=""427.407688""","=""0.000005""","=""1800""","=""""","=""""","=""""","=""""",,"=""1.0910919079""","=""3.99193347""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""427.51126""","=""0.00005""","=""427.511291""","=""0.000007""","=""37""","=""""","=""""","=""""","=""""",,"=""1.936507287""","=""4.83664586""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
"=""427.54238""","=""0.00003""","=""427.542377""","=""0.000015""","=""88""","=""""","=""""","=""""","=""""",,"=""1.763900930""","=""4.66382864""","=""6d3.(2P).7s""","=""""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L5951""",
"=""427.555811""","=""0.000024""","=""427.555812""","=""0.000009""","=""210""","=""""","=""""","=""""","=""""",,"=""1.438344449""","=""4.33818103""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L5951""",
"=""427.60195""","=""0.00003""","=""427.601997""","=""0.000011""","=""170""","=""""","=""""","=""""","=""""",,"=""1.716904709""","=""4.61642808""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""427.65653""","=""0.00005""","=""427.656560""","=""0.000015""","=""21""","=""""","=""""","=""""","=""""",,"=""1.501989980""","=""4.40114342""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
"=""427.67709""","=""0.00004""","=""427.677144""","=""0.000003""","=""48""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""3.687850466""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""427.83626""","=""0.00004""","=""427.836268""","=""0.000003""","=""72""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""3.35518781""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""427.92031""","=""0.00004""","=""427.920332""","=""0.000015""","=""61""","=""""","=""""","=""""","=""""",,"=""2.421710998""","=""5.31907738""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""427.952711""","=""0.000009""","=""427.952710""","=""0.000007""","=""2400""","=""""","=""""","=""""","=""""",,"=""1.761104381""","=""4.65825156""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""5""",11,11,,"=""""","=""L5951""",
"=""428.01072""","=""0.00005""","=""428.010732""","=""0.000018""","=""23""","=""""","=""""","=""""","=""""",,"=""1.766030147""","=""4.66278458""","=""5f.6d.7s2""","=""3P*""","=""1""","=""""","=""""","=""1""",3,3,,"=""""","=""L5951""",
"=""428.02668""","=""0.00003""","=""428.026702""","=""0.000011""","=""160""","=""""","=""""","=""""","=""""",,"=""1.880456013""","=""4.77710236""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
"=""428.04858""","=""0.00004""","=""428.048580""","=""0.000013""","=""54""","=""""","=""""","=""""","=""""",,"=""1.728997759""","=""4.62549606""","=""6d.7s2.7p""","=""3F*""","=""3""","=""6d4""","=""""","=""3""",7,7,,"=""""","=""L5951""",
"=""428.07000""","=""0.00005""","=""428.070002""","=""0.000016""","=""18""","=""""","=""""","=""""","=""""",,"=""2.613233808""","=""5.50958716""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""6""",11,13,,"=""""","=""L5951""",
"=""428.08422""","=""0.00003""","=""428.084235""","=""0.000015""","=""81""","=""""","=""""","=""""","=""""",,"=""2.169869268""","=""5.06612632""","=""5f.6d2.7s""","=""5I*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
"=""428.15264""","=""0.00005""","=""428.152599""","=""0.000011""","=""38""","=""""","=""""","=""""","=""""",,"=""2.347057245""","=""5.24285184""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""3""",7,7,,"=""""","=""L5951""",
"=""428.177251""","=""0.000011""","=""428.177245""","=""0.000003""","=""1700""","=""""","=""""","=""""","=""""",,"=""0.6897416420""","=""3.585369560""","=""6d3.(4F).7s""","=""5F""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
"=""428.20842""","=""0.00005""","=""428.208448""","=""0.000011""","=""27""","=""""","=""""","=""""","=""""",,"=""2.135541319""","=""5.03095824""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""2""",5,5,,"=""""","=""L5951""",
"=""428.21346""","=""0.00004""","=""428.213439""","=""0.000007""","=""43""","=""""","=""""","=""""","=""""",,"=""2.135541319""","=""5.03092449""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L5951""",
"=""428.308099""","=""0.000022""","=""428.308081""","=""0.000007""","=""270""","=""""","=""""","=""""","=""""",,"=""2.026726250""","=""4.92146964""","=""5f.6d2.7s""","=""5H*""","=""4""","=""5f.6d2.7p ""","=""5I""","=""5""",9,11,,"=""""","=""L5951""",
"=""428.329380""","=""0.000013""","=""428.3293780""","=""0.0000024""","=""1200""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""3.861090414""","=""5f.6d.7s2""","=""3H*""","=""4""","=""6d4""","=""3D""","=""3""",9,7,,"=""""","=""L5951""",
"=""428.41841""","=""0.00003""","=""428.418368""","=""0.000015""","=""80""","=""""","=""""","=""""","=""""",,"=""1.936507287""","=""4.83050548""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""2""",7,5,,"=""""","=""L5951""",
"=""428.427720""","=""0.000024""","=""428.427730""","=""0.000013""","=""220""","=""""","=""""","=""""","=""""",,"=""1.980039530""","=""4.87397449""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""428.430994""","=""0.000015""","=""428.431004""","=""0.000009""","=""790""","=""""","=""""","=""""","=""""",,"=""1.592945153""","=""4.48685800""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""428.50031""","=""0.00006""","=""428.500331""","=""0.000015""","=""20""","=""""","=""""","=""""","=""""",,"=""2.299833145""","=""5.19327778""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""428.66055""","=""0.00005""","=""428.660565""","=""0.000007""","=""41""","=""""","=""""","=""""","=""""",,"=""1.648671592""","=""4.54103465""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
"=""428.69630""","=""0.00018""","=""428.696339""","=""0.000007""","=""12""","=""""","=""""","=""""","=""""",,"=""1.501989980""","=""4.39411168""","=""5f.6d.7s2""","=""1D*""","=""2""","=""6d4""","=""""","=""3""",5,7,,"=""""","=""L3552""",
"=""428.71453""","=""0.00003""","=""428.714471""","=""0.000009""","=""140""","=""""","=""""","=""""","=""""",,"=""1.766030147""","=""4.65802953""","=""5f.6d.7s2""","=""3P*""","=""1""","=""""","=""""","=""2""",3,5,,"=""""","=""L5951""",
"=""428.743441""","=""0.000015""","=""428.743441""","=""0.000003""","=""770""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""3.68064053""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""428.828701""","=""0.000018""","=""428.828709""","=""0.000011""","=""460""","=""""","=""""","=""""","=""""",,"=""2.052464528""","=""4.94369350""","=""6d3.(2H).7s""","=""3H""","=""6""","=""""","=""*""","=""5""",13,11,,"=""""","=""L5951""",
"=""428.91598""","=""0.00003""","=""428.915977""","=""0.000013""","=""170""","=""""","=""""","=""""","=""""",,"=""1.761433209""","=""4.65207392""","=""5f.6d.7s2""","=""3F*""","=""4""","=""""","=""""","=""3""",9,7,,"=""""","=""L5951""",
"=""428.93127""","=""0.00003""","=""428.931285""","=""0.000007""","=""89""","=""""","=""""","=""""","=""""",,"=""2.285237890""","=""5.17577544""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""428.967596""","=""0.000017""","=""428.967605""","=""0.000009""","=""580""","=""""","=""""","=""""","=""""",,"=""1.716904709""","=""4.60719752""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""428.97257""","=""0.00004""","=""428.972594""","=""0.000015""","=""50""","=""""","=""""","=""""","=""""",,"=""1.716904709""","=""4.60716390""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""428.987541""","=""0.000011""","=""428.987545""","=""0.000006""","=""1400""","=""""","=""""","=""""","=""""",,"=""0.9301651190""","=""3.82032358""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L18702""",
"=""429.04118""","=""0.00006""","=""429.0411667""","=""0.0000020""","=""26""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""3.347049387""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""429.06230""","=""0.00004""","=""429.062305""","=""0.000011""","=""50""","=""""","=""""","=""""","=""""",,"=""1.501989980""","=""4.39164486""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""1""",5,3,,"=""""","=""L5951""",
"=""429.07552""","=""0.00007""","=""429.075464""","=""0.000011""","=""17""","=""""","=""""","=""""","=""""",,"=""1.761104381""","=""4.65067064""","=""6d3.(2G).7s""","=""""","=""5""","=""""","=""*""","=""6""",11,13,,"=""""","=""L5951""",
"=""429.086195""","=""0.000017""","=""429.086191""","=""0.000003""","=""620""","=""""","=""""","=""""","=""""",,"=""1.305125170""","=""4.194619190""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""4""",7,9,,"=""""","=""L5951""",
"=""429.12333""","=""0.00006""","=""429.123338""","=""0.000022""","=""20""","=""""","=""""","=""""","=""""",,"=""2.428647391""","=""5.31789128""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4""",11,9,,"=""""","=""L5951""",
"=""429.14910""","=""0.00006""","=""429.149101""","=""0.000017""","=""36""","=""""","=""""","=""""","=""""",,"=""2.613233808""","=""5.50230425""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""5""",11,11,,"=""""","=""L5951""",
"=""429.160072""","=""0.000018""","=""429.160068""","=""0.000009""","=""390""","=""""","=""""","=""""","=""""",,"=""1.716904709""","=""4.60590132""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""429.21609""","=""0.00005""","=""429.216137""","=""0.000013""","=""43""","=""""","=""""","=""""","=""""",,"=""2.428647391""","=""5.31726661""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4 or 5""",11,9,,"=""""","=""L5951""",
"=""429.22066""","=""0.00007""","=""429.22062""","=""0.00003""","=""15""","=""""","=""""","=""""","=""""",,"=""2.670569119""","=""5.55915820""","=""""","=""*""","=""4""","=""""","=""""","=""4""",9,9,,"=""""","=""L5951""",
"=""429.28405""","=""0.00003""","=""429.284055""","=""0.000007""","=""120""","=""""","=""""","=""""","=""""",,"=""1.980039530""","=""4.86820174""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
"=""429.29406""","=""0.00006""","=""429.294146""","=""0.000011""","=""38""","=""""","=""""","=""""","=""""",,"=""1.622774763""","=""4.51086908""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""429.301724""","=""0.000007""","=""429.3017290""","=""0.0000024""","=""1800""","=""""","=""""","=""""","=""""",,"=""1.022076397""","=""3.910119702""","=""5f.6d.7s2""","=""3F*""","=""2""","=""""","=""""","=""3""",5,7,,"=""""","=""L18702""",
