obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,
"=""234.60904""","=""0.00006""","=""234.608939""","=""0.000004""","=""69""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""5.28471759""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""244.01726""","=""0.00006""","=""244.0172938""","=""0.0000024""","=""210""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""5.08095949""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""248.41678""","=""0.00006""","=""248.416556""","=""0.000003""","=""69""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.99097969""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""249.40020""","=""0.00006""","=""249.4000146""","=""0.0000025""","=""140""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.97129876""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""249.58785""","=""0.00006""","=""249.587774""","=""0.000004""","=""13""","=""""","=""""","=""""","=""""",,"=""0.3171586159""","=""5.28471759""","=""6d2.7s2""","=""3P""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L3552""",
"=""250.08957""","=""0.00006""","=""250.089299""","=""0.000004""","=""13""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.95759711""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""252.45192""","=""0.00006""","=""252.451794""","=""0.000004""","=""34""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.91120292""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""253.73021""","=""0.00006""","=""253.730410""","=""0.000003""","=""34""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.88645403""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""254.68164""","=""0.00006""","=""254.681719""","=""0.000003""","=""140""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.86820174""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""256.41704""","=""0.00007""","=""256.417026""","=""0.000005""","=""2""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.83525608""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""257.63704""","=""0.00007""","=""257.637363""","=""0.000005""","=""4""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.81235318""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""257.80597""","=""0.00007""","=""257.806091""","=""0.000003""","=""100""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.80920361""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""258.56246""","=""0.00007""","=""258.562619""","=""0.000005""","=""2""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.79513237""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""258.59976""","=""0.00007""","=""258.599943""","=""0.000004""","=""4""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.79444028""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""260.30676""","=""0.00007""","=""260.306633""","=""0.000003""","=""5""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.76300573""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""261.24059""","=""0.00007""","=""261.240695""","=""0.000005""","=""20""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.74597567""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""261.66389""","=""0.00007""","=""261.664026""","=""0.000004""","=""6""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.73829744""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""262.38826""","=""0.00007""","=""262.388387""","=""0.000003""","=""140""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""5.08095949""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""262.54300""","=""0.00007""","=""262.543012""","=""0.000003""","=""140""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.72243376""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""262.79115""","=""0.00007""","=""262.791083""","=""0.000003""","=""6""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.71797586""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""263.36389""","=""0.00007""","=""263.363947""","=""0.000003""","=""27""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.70771340""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""263.46992""","=""0.00007""","=""263.470144""","=""0.000003""","=""2""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.70581587""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""264.16518""","=""0.00007""","=""264.165262""","=""0.000008""","=""13""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""5.17269076""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L3552""",
"=""265.55521""","=""0.00007""","=""265.555126""","=""0.000004""","=""5""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.66886858""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""265.84238""","=""0.00007""","=""265.842097""","=""0.000006""","=""4""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.66382864""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""266.57887""","=""0.00007""","=""266.578571""","=""0.000011""","=""11""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""5.1081961""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""267.84616""","=""0.00007""","=""267.845860""","=""0.000011""","=""13""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""5.1081961""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L3552""",
"=""268.62235""","=""0.00007""","=""268.622457""","=""0.000003""","=""4""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.97129876""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""269.11178""","=""0.00007""","=""269.111759""","=""0.000006""","=""13""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.60716390""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""269.18559""","=""0.00007""","=""269.185529""","=""0.000004""","=""280""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.60590132""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""269.42244""","=""0.00007""","=""269.422259""","=""0.000005""","=""69""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.95759711""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""269.99539""","=""0.00007""","=""269.995251""","=""0.000004""","=""2""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.94783092""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
"=""271.20917""","=""0.00007""","=""271.209192""","=""0.000004""","=""6""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.57153378""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""271.34241""","=""0.00007""","=""271.342050""","=""0.000003""","=""2""","=""""","=""""","=""""","=""""",,"=""0.3171586159""","=""4.88645403""","=""6d2.7s2""","=""3P""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L3552""",
"=""271.46474""","=""0.00007""","=""271.464537""","=""0.000004""","=""100""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.56723370""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""272.01387""","=""0.00007""","=""272.014088""","=""0.000004""","=""20""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.55800651""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""272.16630""","=""0.00007""","=""272.166137""","=""0.000004""","=""69""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.91120292""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""272.53289""","=""0.00007""","=""272.532863""","=""0.000004""","=""34""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.90507300""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
"=""272.71244""","=""0.00007""","=""272.712428""","=""0.000005""","=""280""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.54633473""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""273.47092""","=""0.00007""","=""273.470774""","=""0.000004""","=""69""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.99097969""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""273.54705""","=""0.00007""","=""273.547125""","=""0.000004""","=""55""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.53246214""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""274.056487""","=""0.000023""","=""274.056519""","=""0.000005""","=""110""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.52403756""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""274.40855""","=""0.00008""","=""274.408678""","=""0.000005""","=""4""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.87397449""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
"=""274.51877""","=""0.00008""","=""274.518678""","=""0.000005""","=""27""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.51642123""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""274.729433""","=""0.000019""","=""274.729462""","=""0.000005""","=""180""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""5.12812333""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
"=""274.75984""","=""0.00008""","=""274.759727""","=""0.000003""","=""140""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.86820174""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""274.922113""","=""0.000017""","=""274.9221731""","=""0.0000023""","=""200""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.86553541""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""275.01639""","=""0.00008""","=""275.016457""","=""0.000004""","=""69""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.50824651""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""275.49931""","=""0.00008""","=""275.499321""","=""0.000005""","=""11""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.95759711""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""275.61504""","=""0.00008""","=""275.614977""","=""0.000004""","=""100""","=""""","=""""","=""""","=""""",,"=""0.3171586159""","=""4.81561512""","=""6d2.7s2""","=""3P""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L3552""",
"=""275.77268""","=""0.00008""","=""275.772864""","=""0.000005""","=""4""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""5.28471759""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""276.00874""","=""0.00008""","=""276.008602""","=""0.000003""","=""11""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.97129876""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L3552""",
"=""276.327479""","=""0.000018""","=""276.327440""","=""0.000004""","=""210""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.48685800""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""276.447413""","=""0.000023""","=""276.447361""","=""0.000007""","=""92""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""5.10007892""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L5951""",
"=""276.78053""","=""0.00008""","=""276.780513""","=""0.000005""","=""70""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.83525608""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""277.207470""","=""0.000023""","=""277.207487""","=""0.000004""","=""94""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.47261364""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""277.29945""","=""0.00008""","=""277.299448""","=""0.000009""","=""5""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""5.43762132""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
"=""277.605532""","=""0.000023""","=""277.605520""","=""0.000004""","=""110""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.94545842""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
"=""277.63073""","=""0.00008""","=""277.630917""","=""0.000003""","=""140""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""5.08095949""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L3552""",
"=""278.20297""","=""0.00008""","=""278.202912""","=""0.000006""","=""70""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.81235318""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""278.36921""","=""0.00008""","=""278.369036""","=""0.000005""","=""140""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.91120292""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""278.399655""","=""0.000019""","=""278.399662""","=""0.000004""","=""190""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.80920361""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
"=""278.868455""","=""0.000023""","=""278.868427""","=""0.000005""","=""140""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""5.06114204""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L5951""",
"=""279.231909""","=""0.000023""","=""279.231960""","=""0.000003""","=""160""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.44018652""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""279.28223""","=""0.00008""","=""279.282087""","=""0.000005""","=""71""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.79513237""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""279.32564""","=""0.00008""","=""279.325633""","=""0.000005""","=""21""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.79444028""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""279.61921""","=""0.00008""","=""279.618998""","=""0.000003""","=""140""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""5.04920788""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L3552""",
"=""279.92459""","=""0.00008""","=""279.924468""","=""0.000003""","=""110""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.88645403""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""280.02571""","=""0.00008""","=""280.025543""","=""0.000004""","=""140""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.78334598""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
"=""280.278147""","=""0.000024""","=""280.278104""","=""0.000005""","=""120""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.42361342""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""280.573561""","=""0.000024""","=""280.573592""","=""0.000004""","=""140""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.89821233""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""1 or 2""",3,3,,"=""""","=""L5951""",
"=""280.60546""","=""0.00008""","=""280.605359""","=""0.000012""","=""5""","=""""","=""""","=""""","=""""",,"=""0.6897416420""","=""5.1081961""","=""6d3.(4F).7s""","=""5F""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L3552""",
"=""280.91503""","=""0.00003""","=""280.915071""","=""0.000005""","=""83""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.76932580""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""281.08298""","=""0.00008""","=""281.082782""","=""0.000003""","=""140""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.86820174""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""281.32233""","=""0.00008""","=""281.322156""","=""0.000003""","=""11""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.88645403""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""1""",3,3,,"=""""","=""L3552""",
"=""281.42626""","=""0.00008""","=""281.426247""","=""0.000004""","=""140""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.40556628""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
"=""281.80095""","=""0.00008""","=""281.800634""","=""0.000004""","=""7""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.75545605""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""281.98009""","=""0.00008""","=""281.979905""","=""0.000006""","=""21""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""5.01208339""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
"=""281.991554""","=""0.000020""","=""281.991558""","=""0.000004""","=""170""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.39673440""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L5951""",
"=""282.190047""","=""0.000024""","=""282.190000""","=""0.000004""","=""95""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.74938532""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L5951""",
"=""282.903952""","=""0.000018""","=""282.903942""","=""0.000006""","=""230""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.73829744""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L5951""",
"=""282.93343""","=""0.00008""","=""282.933465""","=""0.000006""","=""2900""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""5.28471759""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""283.017621""","=""0.000024""","=""283.017620""","=""0.000010""","=""97""","=""""","=""""","=""""","=""""",,"=""0.902620242""","=""5.28341456""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""283.056656""","=""0.000017""","=""283.056616""","=""0.000004""","=""250""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.38019079""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""283.19790""","=""0.00008""","=""283.198005""","=""0.000006""","=""29""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.83525608""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""283.33977""","=""0.00003""","=""283.339840""","=""0.000004""","=""82""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.99097969""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""283.76173""","=""0.00008""","=""283.761853""","=""0.000003""","=""4""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.36930466""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""283.931696""","=""0.000018""","=""283.931699""","=""0.000003""","=""220""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.72243376""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""284.22184""","=""0.00008""","=""284.221858""","=""0.000004""","=""220""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.71797586""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""284.35807""","=""0.00003""","=""284.358101""","=""0.000007""","=""79""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""5.14897958""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""284.474254""","=""0.000024""","=""284.474237""","=""0.000004""","=""100""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.81561512""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""284.687305""","=""0.000024""","=""284.687306""","=""0.000006""","=""94""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.81235318""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""284.892088""","=""0.000024""","=""284.892086""","=""0.000003""","=""170""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.70771340""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L5951""",
"=""285.01634""","=""0.00008""","=""285.016358""","=""0.000004""","=""150""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.70581587""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""3""",7,7,,"=""""","=""L3552""",
"=""285.05625""","=""0.00008""","=""285.056331""","=""0.000004""","=""15""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.70520587""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""4""",7,9,,"=""""","=""L3552""",
"=""285.239484""","=""0.000024""","=""285.239500""","=""0.000007""","=""140""","=""""","=""""","=""""","=""""",,"=""0.3171586159""","=""4.66382864""","=""6d2.7s2""","=""3P""","=""0""","=""""","=""*""","=""1""",1,3,,"=""""","=""L5951""",
"=""285.51802""","=""0.00003""","=""285.518025""","=""0.000006""","=""87""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.95759711""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""3""",9,7,,"=""""","=""L5951""",
"=""285.79761""","=""0.00003""","=""285.797659""","=""0.000004""","=""87""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.33818103""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L5951""",
"=""285.81754""","=""0.00008""","=""285.817477""","=""0.000006""","=""15""","=""""","=""""","=""""","=""""",,"=""0.4572521355""","=""4.79513237""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""3""",5,7,,"=""""","=""L3552""",
"=""286.133046""","=""0.000025""","=""286.133085""","=""0.000007""","=""130""","=""""","=""""","=""""","=""""",,"=""0.4792576672""","=""4.81235318""","=""6d2.7s2""","=""3P""","=""1""","=""""","=""*""","=""2""",3,5,,"=""""","=""L5951""",
"=""286.16163""","=""0.00008""","=""286.161606""","=""0.000005""","=""150""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.94783092""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""4""",9,9,,"=""""","=""L3552""",
"=""286.43508""","=""0.00008""","=""286.435134""","=""0.000005""","=""15""","=""""","=""""","=""""","=""""",,"=""0.6151672932""","=""4.94369350""","=""6d2.7s2""","=""3F""","=""4""","=""""","=""*""","=""5""",9,11,,"=""""","=""L3552""",
"=""286.70825""","=""0.00008""","=""286.708252""","=""0.000006""","=""60""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.32440286""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""1""",5,3,,"=""""","=""L3552""",
"=""286.79827""","=""0.00008""","=""286.798081""","=""0.000003""","=""60""","=""""","=""""","=""""","=""""",,"=""0.3557427977""","=""4.67879119""","=""6d2.7s2""","=""3F""","=""3""","=""""","=""*""","=""2""",7,5,,"=""""","=""L3552""",
"=""286.930256""","=""0.000014""","=""286.930261""","=""0.000003""","=""370""","=""""","=""""","=""""","=""""",,"=""0.0000000000""","=""4.32105690""","=""6d2.7s2""","=""3F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L5951""",
"=""287.02163""","=""0.00008""","=""287.021255""","=""0.000005""","=""7""","=""""","=""""","=""""","=""""",,"=""0.966490959""","=""5.28617796""","=""5f.6d.7s2""","=""3H*""","=""4""","=""""","=""""","=""5""",9,11,,"=""""","=""L3552""",
"=""287.04314""","=""0.00008""","=""287.043018""","=""0.000012""","=""3""","=""""","=""""","=""""","=""""",,"=""0.7888365657""","=""5.1081961""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""2""",5,5,,"=""""","=""L3552""",
