atomic_number,symbol,name_en,name_es,group,period,block,category,folder,pubchem_name,standard_state,group_block,source,source_url,retrieved_at
116,Lv,Livermorium,Livermorio,16,7,p,unknown,116-Lv-livermorium,Livermorium,Expected to be a Solid,Post-transition metal,PubChem Periodic Table,https://pubchem.ncbi.nlm.nih.gov/rest/pug/periodictable/JSON,2026-07-10T13:14:56+00:00
