obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),fik,S(a.u.),log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,column_24
"=""388.6660""","=""0.0004""","=""388.66603""","=""0.00006""","=""9000""","=""2.69e+08""","=""3.05e-01""","=""1.56e+01""","=""0.09""",B,"=""0.0000000""","=""3.189993""","=""6d.7s2""","=""2D""","=""3/2""","=""6d.7s.(3D).7p""","=""2P*""","=""1/2""",4,2,,"=""T10463""","=""L7344""",
"=""393.0633""","=""0.0004""","=""393.06347""","=""0.00004""","=""92""","=""5.e+06""","=""1.8e-02""","=""9.e-01""","=""-1.1""",E,"=""1.1427981""","=""4.2971029""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d2.(3F).7p""","=""4D*""","=""5/2""",4,6,,"=""T10463""","=""L7344""",
"=""400.4922""","=""0.0013""","=""""","=""""","=""52""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""400.5771""","=""0.0004""","=""400.57712""","=""0.00005""","=""360""","=""1.1e+07""","=""2.8e-02""","=""2.9e+00""","=""-0.66""",D+,"=""1.3521750""","=""4.447314""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(3F).7p""","=""4D*""","=""7/2""",8,8,,"=""T10463""","=""L7344""",
"=""401.6355""","=""0.0013""","=""401.63496""","=""0.00015""","=""370""","=""""","=""""","=""""","=""""",,"=""1.2229292""","=""4.309916""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3P).7p""","=""4P*""","=""3/2""",6,4,,"=""""","=""L7344""",
"=""403.3087""","=""0.0004""","=""403.30902""","=""0.00003""","=""510""","=""3.96e+07""","=""9.7e-02""","=""7.7e+00""","=""-0.24""",B,"=""1.2229292""","=""4.2971029""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3F).7p""","=""4D*""","=""5/2""",6,6,,"=""T10463""","=""L7344""",
"=""403.5770""","=""0.0004""","=""403.57690""","=""0.00003""","=""3500""","=""""","=""""","=""""","=""""",,"=""0.2766623""","=""3.3487955""","=""6d.7s2""","=""2D""","=""5/2""","=""6d2.(3F).7p""","=""4G*""","=""5/2""",6,6,,"=""""","=""L7344""",
"=""406.4247""","=""0.0004""","=""406.42539""","=""0.00003""","=""3700""","=""1.24e+08""","=""3.08e-01""","=""2.47e+01""","=""0.27""",B,"=""0.2766623""","=""3.3272640""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(1D).7p""","=""2D*""","=""5/2""",6,6,,"=""T10463""","=""L7344""",
"=""408.2192""","=""0.0004""","=""408.21895""","=""0.00005""","=""83""","=""4.e+06""","=""1.4e-02""","=""1.2e+00""","=""-1.1""",E,"=""1.2229292""","=""4.2601277""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(1G).7p""","=""2G*""","=""7/2""",6,8,,"=""T10463""","=""L7344""",
"=""408.8913""","=""0.0004""","=""408.89156""","=""0.00005""","=""240""","=""3.0e+07""","=""7.6e-02""","=""4.1e+00""","=""-0.51""",D+,"=""1.1427981""","=""4.1750005""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d2.(3P).7p""","=""4D*""","=""3/2""",4,4,,"=""T10463""","=""L7344""",
"=""411.4930""","=""0.0004""","=""""","=""""","=""1100""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""414.0818""","=""0.0013""","=""""","=""""","=""260c""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""418.1158""","=""0.0004""","=""418.11552""","=""0.00005""","=""17000""","=""1.24e+08""","=""3.24e-01""","=""1.78e+01""","=""0.11""",B,"=""0.0000000""","=""2.965310""","=""6d.7s2""","=""2D""","=""3/2""","=""6d.7s.(1D).7p""","=""2D*""","=""3/2""",4,4,,"=""T10463""","=""L7344""",
"=""418.4298""","=""0.0004""","=""418.42988""","=""0.00005""","=""6400""","=""9.9e+07""","=""3.91e-01""","=""2.15e+01""","=""0.19""",B,"=""0.0000000""","=""2.9630819""","=""6d.7s2""","=""2D""","=""3/2""","=""6d.7s.(3D).7p""","=""2F*""","=""5/2""",4,6,,"=""T10463""","=""L7344""",
"=""418.5349""","=""0.0004""","=""418.53497""","=""0.00005""","=""110""","=""6.e+06""","=""2.2e-02""","=""1.8e+00""","=""-0.9""",E,"=""1.2229292""","=""4.185267""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3F).7p""","=""2F*""","=""7/2""",6,8,,"=""T10463""","=""L7344""",
"=""418.7230""","=""0.0010""","=""418.72430""","=""0.00009""","=""260""","=""7.e+06""","=""2.3e-02""","=""2.5e+00""","=""-0.73""",D,"=""1.3521750""","=""4.313173""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(3F).7p""","=""4F*""","=""9/2""",8,10,,"=""T10463""","=""L7344""",
"=""419.5581""","=""0.0004""","=""419.55789""","=""0.00005""","=""5300""","=""6.53e+07""","=""1.15e-01""","=""9.5e+00""","=""-0.16""",B,"=""0.2766623""","=""3.2317777""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(1D).7p""","=""2P*""","=""3/2""",6,4,,"=""T10463""","=""L7344""",
"=""419.9904""","=""0.0004""","=""419.99052""","=""0.00005""","=""460""","=""2.0e+07""","=""3.5e-02""","=""2.9e+00""","=""-0.67""",D+,"=""1.2229292""","=""4.1750005""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3P).7p""","=""4D*""","=""3/2""",6,4,,"=""T10463""","=""L7344""",
"=""420.3104""","=""0.0004""","=""420.31037""","=""0.00005""","=""440c""","=""4.84e+07""","=""1.03e-01""","=""1.42e+01""","=""0.01""",B,"=""1.4974895""","=""4.447314""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""6d2.(3F).7p""","=""4D*""","=""7/2""",10,8,,"=""T10463""","=""L7344""",
"=""420.6885""","=""0.0013""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""421.0096""","=""0.0004""","=""421.00929""","=""0.00005""","=""960""","=""5.33e+07""","=""1.06e-01""","=""1.18e+01""","=""-0.07""",B,"=""1.3521750""","=""4.2971029""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(3F).7p""","=""4D*""","=""5/2""",8,6,,"=""T10463""","=""L7344""",
"=""421.9208""","=""0.0004""","=""421.92085""","=""0.00005""","=""740""","=""1.8e+07""","=""4.9e-02""","=""2.7e+00""","=""-0.71""",D,"=""1.1427981""","=""4.0813634""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d2.(3P).7p""","=""2D*""","=""3/2""",4,4,,"=""T10463""","=""L7344""",
"=""422.7180""","=""0.0013""","=""422.71802""","=""0.00023""","=""1000""","=""1.28e+08""","=""1.71e-01""","=""9.5e+00""","=""-0.16""",B,"=""1.1427981""","=""4.075822?""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d2.(3F).7p""","=""4D*""","=""1/2""",4,2,,"=""T10463""","=""L7344""",
"=""423.5802""","=""0.0013""","=""""","=""""","=""190c""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""424.7526""","=""0.0013""","=""""","=""""","=""270""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""424.7976""","=""0.0013""","=""""","=""""","=""140""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""426.3620""","=""0.0006""","=""426.36251""","=""0.00005""","=""460""","=""3.48e+07""","=""9.5e-02""","=""1.07e+01""","=""-0.12""",B,"=""1.3521750""","=""4.2601277""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(1G).7p""","=""2G*""","=""7/2""",8,8,,"=""T10463""","=""L7344""",
"=""426.8141""","=""0.0013""","=""""","=""""","=""560""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""429.5828""","=""0.0006""","=""429.58296""","=""0.00006""","=""160""","=""1.3e+07""","=""5.2e-02""","=""3.0e+00""","=""-0.68""",D+,"=""1.1427981""","=""4.0289507""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d2.(3F).7p""","=""2F*""","=""5/2""",4,6,,"=""T10463""","=""L7344""",
"=""433.7489""","=""0.0006""","=""433.74865""","=""0.00006""","=""240""","=""""","=""""","=""""","=""""",,"=""1.2229292""","=""4.0813634""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3P).7p""","=""2D*""","=""3/2""",6,4,,"=""""","=""L7344""",
"=""434.8732""","=""0.0013""","=""""","=""""","=""160c""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""437.6298""","=""0.0010""","=""437.62856""","=""0.00006""","=""320""","=""""","=""""","=""""","=""""",,"=""1.3521750""","=""4.185267""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(3F).7p""","=""2F*""","=""7/2""",8,8,,"=""""","=""L7344""",
"=""438.5761""","=""0.0010""","=""438.57514""","=""0.00012""","=""4900c""","=""1.9e+07""","=""8.1e-02""","=""4.7e+00""","=""-0.49""",D+,"=""0.0000000""","=""2.826977""","=""6d.7s2""","=""2D""","=""3/2""","=""6d.7s.(3D).7p""","=""4P*""","=""5/2""",4,6,,"=""T10463""","=""L7344""",
"=""439.7945""","=""0.0006""","=""439.79509""","=""0.00006""","=""5800""","=""7.37e+07""","=""2.85e-01""","=""2.48e+01""","=""0.23""",B,"=""0.2766623""","=""3.0957979""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(3D).7p""","=""2F*""","=""7/2""",6,8,,"=""T10463""","=""L7344""",
"=""440.3346""","=""0.0006""","=""440.33421""","=""0.00010""","=""860""","=""2.98e+07""","=""8.7e-02""","=""1.26e+01""","=""-0.06""",B,"=""1.4974895""","=""4.313173""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""6d2.(3F).7p""","=""4F*""","=""9/2""",10,10,,"=""T10463""","=""L7344""",
"=""441.8499""","=""0.0006""","=""441.85049""","=""0.00008""","=""220""","=""3.33e+07""","=""9.7e-02""","=""8.5e+00""","=""-0.23""",B,"=""1.2229292""","=""4.0289507""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3F).7p""","=""2F*""","=""5/2""",6,6,,"=""T10463""","=""L7344""",
"=""442.1661""","=""0.0013""","=""""","=""""","=""280""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""442.4392""","=""0.0013""","=""""","=""""","=""300""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""442.8094""","=""0.0006""","=""442.80975""","=""0.00008""","=""180""","=""""","=""""","=""""","=""""",,"=""1.1427981""","=""3.9427409""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""5f.7s2""","=""2F*""","=""5/2""",4,6,,"=""""","=""L7344""",
"=""446.2412""","=""0.0013""","=""""","=""""","=""170""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""446.3982""","=""0.0006""","=""446.39832""","=""0.00012""","=""6900""","=""7.16e+07""","=""2.85e-01""","=""2.51e+01""","=""0.23""",B,"=""0.2766623""","=""3.054097""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(1D).7p""","=""2F*""","=""7/2""",6,8,,"=""T10463""","=""L7344""",
"=""447.3066""","=""0.0006""","=""447.30655""","=""0.00008""","=""850""","=""2.68e+07""","=""1.07e-01""","=""9.5e+00""","=""-0.19""",B,"=""1.2229292""","=""3.994724""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3F).7p""","=""4F*""","=""7/2""",6,8,,"=""T10463""","=""L7344""",
"=""448.7889""","=""0.0006""","=""448.78912""","=""0.00008""","=""160""","=""6.e+06""","=""1.4e-02""","=""2.0e+00""","=""-0.9""",E,"=""1.4974895""","=""4.2601277""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""6d2.(1G).7p""","=""2G*""","=""7/2""",10,8,,"=""T10463""","=""L7344""",
"=""448.8858""","=""0.0006""","=""448.88560""","=""0.00006""","=""450""","=""8.9e+06""","=""4.0e-02""","=""2.4e+00""","=""-0.79""",D,"=""1.1427981""","=""3.9048425""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d2.(3F).7p""","=""4F*""","=""5/2""",4,6,,"=""T10463""","=""L7344""",
"=""455.3456""","=""0.0006""","=""455.34504""","=""0.00008""","=""1000c""","=""3.18e+07""","=""1.23e-01""","=""1.48e+01""","=""-0.01""",B,"=""1.3521750""","=""4.075038""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(1G).7p""","=""2G*""","=""9/2""",8,10,,"=""T10463""","=""L7344""",
"=""455.8558""","=""0.0006""","=""455.85581""","=""0.00008""","=""250""","=""""","=""""","=""""","=""""",,"=""1.2229292""","=""3.9427409""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""5f.7s2""","=""2F*""","=""5/2""",6,6,,"=""""","=""L7344""",
"=""457.9523""","=""0.0013""","=""""","=""""","=""510""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""461.1391""","=""0.0006""","=""461.13969""","=""0.00009""","=""1100""","=""2.4e+07""","=""5.1e-02""","=""4.7e+00""","=""-0.51""",D+,"=""0.2766623""","=""2.965310""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(1D).7p""","=""2D*""","=""3/2""",6,4,,"=""T10463""","=""L7344""",
"=""461.2882""","=""0.0006""","=""461.28891""","=""0.00009""","=""81""","=""2.12e+07""","=""5.42e-02""","=""8.2e+00""","=""-0.27""",B,"=""1.4974895""","=""4.185267""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""6d2.(3F).7p""","=""2F*""","=""7/2""",10,8,,"=""T10463""","=""L7344""",
"=""461.5222""","=""0.0006""","=""461.52210""","=""0.00009""","=""4000""","=""1.2e+07""","=""4.0e-02""","=""3.6e+00""","=""-0.62""",D+,"=""0.2766623""","=""2.9630819""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(3D).7p""","=""2F*""","=""5/2""",6,6,,"=""T10463""","=""L7344""",
"=""462.2984""","=""0.0006""","=""462.29755""","=""0.00006""","=""710""","=""1.5e+07""","=""4.8e-02""","=""4.4e+00""","=""-0.54""",D+,"=""1.2229292""","=""3.9048425""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3F).7p""","=""4F*""","=""5/2""",6,6,,"=""T10463""","=""L7344""",
"=""468.3470""","=""0.0006""","=""""","=""""","=""1300c""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""469.1834""","=""0.0006""","=""469.18411""","=""0.00009""","=""960""","=""2.68e+07""","=""8.9e-02""","=""1.09e+01""","=""-0.15""",B,"=""1.3521750""","=""3.994724""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(3F).7p""","=""4F*""","=""7/2""",8,8,,"=""T10463""","=""L7344""",
"=""469.4603""","=""0.0013""","=""""","=""""","=""240""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""470.7099""","=""0.0006""","=""470.70978""","=""0.00013""","=""2200c""","=""8.43e+07""","=""3.36e-01""","=""5.21e+01""","=""0.53""",B,"=""1.4974895""","=""4.131473""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""6d2.(3F).7p""","=""4G*""","=""11/2""",10,12,,"=""T10463""","=""L7344""",
"=""470.9287""","=""0.0013""","=""""","=""""","=""1200c""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""471.7901""","=""0.0006""","=""471.79002""","=""0.00009""","=""6900""","=""3.18e+07""","=""1.59e-01""","=""9.9e+00""","=""-0.20""",B,"=""0.0000000""","=""2.6279530""","=""6d.7s2""","=""2D""","=""3/2""","=""6d.7s.(1D).7p""","=""2F*""","=""5/2""",4,6,,"=""T10463""","=""L7344""",
"=""""","=""""","=""472.15943""","=""0.00013""","=""m(Ac II)""","=""4.03e+07""","=""1.35e-01""","=""8.4e+00""","=""-0.27""",B,"=""1.1427981""","=""3.768695""","=""6d2.(3F).7s""","=""4F""","=""3/2""","=""6d2.(3F).7p""","=""4F*""","=""3/2""",4,4,,"=""T10463""","=""""",
"=""477.8106""","=""0.0013""","=""""","=""""","=""440c""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""478.8298""","=""0.0013""","=""478.8302""","=""0.0003""","=""320c""","=""5.84e+07""","=""1.34e-01""","=""1.27e+01""","=""-0.10""",B,"=""1.720602""","=""4.309916""","=""6d2.(3P).7s""","=""4P""","=""5/2""","=""6d2.(3P).7p""","=""4P*""","=""3/2""",6,4,,"=""T10463""","=""L7344""",
"=""481.0155""","=""0.0006""","=""481.01603""","=""0.00012""","=""530""","=""3.00e+07""","=""1.04e-01""","=""1.65e+01""","=""0.02""",B,"=""1.4974895""","=""4.075038""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""6d2.(1G).7p""","=""2G*""","=""9/2""",10,10,,"=""T10463""","=""L7344""",
"=""482.7229""","=""0.0013""","=""""","=""""","=""1000""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""485.7037""","=""0.0006""","=""485.70446""","=""0.00009""","=""1400c""","=""4.03e+07""","=""1.07e-01""","=""1.37e+01""","=""-0.07""",B,"=""1.3521750""","=""3.9048425""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(3F).7p""","=""4F*""","=""5/2""",8,6,,"=""T10463""","=""L7344""",
"=""486.1518""","=""0.0010""","=""486.15248""","=""0.00019""","=""5500c""","=""2.65e+07""","=""9.4e-02""","=""9.0e+00""","=""-0.25""",B,"=""0.2766623""","=""2.826977""","=""6d.7s2""","=""2D""","=""5/2""","=""6d.7s.(3D).7p""","=""4P*""","=""5/2""",6,6,,"=""T10463""","=""L7344""",
"=""487.0230""","=""0.0020""","=""487.02123""","=""0.00014""","=""890""","=""3.32e+07""","=""7.9e-02""","=""7.6e+00""","=""-0.33""",B,"=""1.2229292""","=""3.768695""","=""6d2.(3F).7s""","=""4F""","=""5/2""","=""6d2.(3F).7p""","=""4F*""","=""3/2""",6,4,,"=""T10463""","=""L7344""",
"=""496.4866""","=""0.0006""","=""496.48600""","=""0.00010""","=""590c""","=""2.86e+07""","=""8.5e-02""","=""1.38e+01""","=""-0.07""",B,"=""1.4974895""","=""3.994724""","=""6d2.(3F).7s""","=""4F""","=""9/2""","=""6d2.(3F).7p""","=""4F*""","=""7/2""",10,8,,"=""T10463""","=""L7344""",
"=""506.2971""","=""0.0013""","=""""","=""""","=""260""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",1,1,,"=""""","=""L7344""",
"=""506.6062""","=""0.0013""","=""506.60568""","=""0.00021""","=""300""","=""""","=""""","=""""","=""""",,"=""1.7001832""","=""4.147534""","=""6d.7s.(3D).7p""","=""4F*""","=""3/2""","=""6d.7s.(3D).8s""","=""4D""","=""5/2""",4,6,,"=""""","=""L7344""",
"=""510.7253""","=""0.0013""","=""510.72698""","=""0.00023""","=""1300c""","=""4.12e+07""","=""2.02e-01""","=""2.71e+01""","=""0.21""",B,"=""1.3521750""","=""3.779777""","=""6d2.(3F).7s""","=""4F""","=""7/2""","=""6d2.(3F).7p""","=""4G*""","=""9/2""",8,10,,"=""T10463""","=""L7344""",
